"","project","date","fire_scar","ID","sample_id","sample_depth1","sample_depth2","sample_width1","sample_width2","sample_length1","sample_length2","organic_notes","horizon","mineral_depth","min_coregrab","mineral_notes","general_notes"
"50","CCE","2024-08-06","Dry Creek",50,"DrCr6B",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","",""
"51","CCE","2024-08-06","Dry Creek",51,"DrCr6B",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","",""
"52","CCE","2024-08-06","Dry Creek",52,"DrCr6C",20,21.5,10.5,10,9.5,10,"","O",NA,NA,NA,""
"53","CCE","2024-08-06","Dry Creek",53,"DrCr6C",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","",""
"54","CCE","2024-08-06","Dry Creek",54,"DrCr6C",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","",""
"55","CCE","2024-07-14","Haystack",55,"Hays1A",4,6,10,10,12,11,"","O",NA,NA,NA,""
"56","CCE","2024-07-14","Haystack",56,"Hays1A",NA,NA,NA,NA,NA,NA,NA,"M1",6,"Core","Top=0-6 cm no M2 gravel",""
"57","CCE","2024-07-14","Haystack",57,"Hays1B",11.5,11,12,12,12,13,"","O",NA,NA,NA,""
"58","CCE","2024-07-14","Haystack",58,"Hays1B",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","M1 and m2 both 5 cm",""
"59","CCE","2024-07-14","Haystack",59,"Hays1B",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","M1 and m2 both 5 cm",""
"60","CCE","2024-07-14","Haystack",60,"Hays1C",3,3,8,7,11,11.5,"","O",NA,NA,NA,""
"61","CCE","2024-07-14","Haystack",61,"Hays1C",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","M1 5, m2 5 cm",""
"62","CCE","2024-07-14","Haystack",62,"Hays1C",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","M1 5, m2 5 cm",""
"63","CCE","2024-07-14","Haystack",63,"Hays2A",6,5,9,10,9,10,"","O",NA,NA,NA,""
"64","CCE","2024-07-14","Haystack",64,"Hays2A",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","M1 and m2 both 5 cm",""
"65","CCE","2024-07-14","Haystack",65,"Hays2A",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","M1 and m2 both 5 cm",""
"66","CCE","2024-07-14","Haystack",66,"Hays2B",10,8,10,10,11,11,"","O",NA,NA,NA,""
"67","CCE","2024-07-14","Haystack",67,"Hays2B",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","M1 and m2 both 5 cm",""
"68","CCE","2024-07-14","Haystack",68,"Hays2B",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","M1 and m2 both 5 cm",""
"69","CCE","2024-07-14","Haystack",69,"Hays2C",5.5,6,10,10.5,10,11,"","O",NA,NA,NA,""
"70","CCE","2024-07-14","Haystack",70,"Hays2C",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","M1 and m2 both 5 cm, slightly compacted core",""
"71","CCE","2024-07-14","Haystack",71,"Hays2C",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","M1 and m2 both 5 cm, slightly compacted core",""
"72","CCE","2024-07-14","Haystack",72,"Hays3A",8,6,10,10,10,11,"","O",NA,NA,NA,""
"73","CCE","2024-07-14","Haystack",73,"Hays3A",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","M1 and 2 bot cm",""
"74","CCE","2024-07-14","Haystack",74,"Hays3A",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","M1 and 2 bot cm",""
"75","CCE","2024-07-14","Haystack",75,"Hays3B",6,6,11,10,13,13,"","O",NA,NA,NA,""
"76","CCE","2024-07-14","Haystack",76,"Hays3B",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","Some compaction, m1 and m2 depth 5 cm",""
"77","CCE","2024-07-14","Haystack",77,"Hays3B",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","Some compaction, m1 and m2 depth 5 cm",""
"78","CCE","2024-07-14","Haystack",78,"Hays3C",7,7,13,12,8,9,"","O",NA,NA,NA,""
"79","CCE","2024-07-14","Haystack",79,"Hays3C",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","M1 and m2 5 cm deep",""
"80","CCE","2024-07-14","Haystack",80,"Hays3C",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","M1 and m2 5 cm deep",""
"81","CCE","2024-07-25","Haystack",81,"Hays4A",12,11,10.5,10,10.5,10,"","O",NA,NA,NA,""
"82","CCE","2024-07-25","Haystack",82,"Hays4A",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","Big rock after M1, no M2 sample",""
"83","CCE","2024-07-25","Haystack",83,"Hays4B",16,16,11,11,13,12.5,"Crumbly at bottom","O",NA,NA,NA,"Closest tree for AR was living"
"84","CCE","2024-07-25","Haystack",84,"Hays4B",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","","Closest tree for AR was living"
"85","CCE","2024-07-25","Haystack",85,"Hays4B",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","","Closest tree for AR was living"
"86","CCE","2024-07-25","Haystack",86,"Hays4C",7,8,10,10,11.5,11,"","O",NA,NA,NA,"Removed 2cm of rock between org and mineral, hit rock after 8cm of mineral "
"87","CCE","2024-07-25","Haystack",87,"Hays4C",NA,NA,NA,NA,NA,NA,NA,"M1",8,"Core","Very crumbly, M1 and M2 combined","Removed 2cm of rock between org and mineral, hit rock after 8cm of mineral "
"88","CCE","2024-07-25","Haystack",88,"Hays5A",7.5,8,11.5,11,12.5,13.5,"1 cm rock removed between organic and mineral","O",NA,NA,NA,""
"89","CCE","2024-07-25","Haystack",89,"Hays5A",NA,NA,NA,NA,NA,NA,NA,"M1",3,"Core","Rock beneath 3 cm unable to remove",""
"90","CCE","2024-07-25","Haystack",90,"Hays5B",11,10.5,12,12.5,11,10,"Large root below organic sample difficult to remove. Taking remainder of organic as separate sample using corer, in separate bag for processing. Depth 3 cm.","O",NA,NA,NA,""
"91","CCE","2024-07-25","Haystack",91,"Hays5B",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","Rock below M1 sample, no M2 sample",""
"92","CCE","2024-07-25","Haystack",92,"Hays5C",8,6,7.5,8,14,13,"Ash moss mineral mix at bottom of sample, sample uneven at an angle.","O",NA,NA,NA,""
"93","CCE","2024-07-25","Haystack",93,"Hays5C",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","M1 sample contains some organic, at interface ",""
"94","CCE","2024-07-25","Haystack",94,"Hays5C",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","M1 sample contains some organic, at interface ",""
"95","CCE","2024-07-25","Haystack",95,"Hays6A",6.5,6,13,12,10,9.5,"","O",NA,NA,NA,""
"96","CCE","2024-07-25","Haystack",96,"Hays6B",9.5,10,11,10.5,11.5,10,"Bottom crumbly. Bottom 1.5 cm of organic came off with soil corer, in its own bag for processing.","O",NA,NA,NA,""
"97","CCE","2024-07-25","Haystack",97,"Hays6B",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","",""
"98","CCE","2024-07-25","Haystack",98,"Hays6B",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","",""
"99","CCE","2024-07-25","Haystack",99,"Hays6C",21,22,12,11,8,9,"3 cm deep rock removed between organic and mineral ","O",NA,NA,NA,""
"100","CCE","2024-07-25","Haystack",100,"Hays6C",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","Very rocky and difficult to remove mineral soil samples. Depth of M1 estimate based of hole depth, sample came out in multiple pieces because of rock. Surface contains some organic. No M2 sample because of rock",""
"101","CCE","2024-07-15","Lost Horse",101,"LoHo1A",9,10,13,12,12,10,"Some green moss under burned moss","O",NA,NA,NA,""
"102","CCE","2024-07-15","Lost Horse",102,"LoHo1A",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","",""
"103","CCE","2024-07-15","Lost Horse",103,"LoHo1A",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","",""
"104","CCE","2024-07-15","Lost Horse",104,"LoHo1B",7.5,8,10,10,10.5,12,"","O",NA,NA,NA,""
"105","CCE","2024-07-15","Lost Horse",105,"LoHo1B",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","Crumbly",""
"106","CCE","2024-07-15","Lost Horse",106,"LoHo1B",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","Crumbly",""
"107","CCE","2024-07-15","Lost Horse",107,"LoHo1C",4.5,5,9,9,10,10,"","O",NA,NA,NA,""
"108","CCE","2024-07-15","Lost Horse",108,"LoHo1C",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","",""
"109","CCE","2024-07-15","Lost Horse",109,"LoHo1C",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","",""
"110","CCE","2024-07-15","Lost Horse",110,"LoHo2A",11,10,11,10,10,10,"","O",NA,NA,NA,""
"111","CCE","2024-07-15","Lost Horse",111,"LoHo2A",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","",""
"112","CCE","2024-07-15","Lost Horse",112,"LoHo2A",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","",""
"113","CCE","2024-07-15","Lost Horse",113,"LoHo2B",14,13.5,10.5,10.5,14,12,"","O",NA,NA,NA,""
"114","CCE","2024-07-15","Lost Horse",114,"LoHo2B",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","Rocky",""
"115","CCE","2024-07-15","Lost Horse",115,"LoHo2B",NA,NA,NA,NA,NA,NA,NA,"M2",3,"Core","Rocky",""
"116","CCE","2024-07-15","Lost Horse",116,"LoHo2C",7,5.5,8.5,10,9,NA,"","O",NA,NA,NA,""
"117","CCE","2024-07-15","Lost Horse",117,"LoHo2C",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","Big rock removed before mineral",""
"118","CCE","2024-07-15","Lost Horse",118,"LoHo2C",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","Big rock removed before mineral",""
"119","CCE","2024-07-15","Lost Horse",119,"LoHo3A",10,10,9,9,11.5,12,"","O",NA,NA,NA,""
"120","CCE","2024-07-15","Lost Horse",120,"LoHo3A",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","",""
"121","CCE","2024-07-15","Lost Horse",121,"LoHo3A",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","",""
"122","CCE","2024-07-15","Lost Horse",122,"LoHo3B",8,7.5,10.5,11,10.5,11,"","O",NA,NA,NA,""
"123","CCE","2024-07-15","Lost Horse",123,"LoHo3B",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","",""
"124","CCE","2024-07-15","Lost Horse",124,"LoHo3B",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","",""
"125","CCE","2024-07-15","Lost Horse",125,"LoHo3C",10,9.5,10,11,10,10,"","O",NA,NA,NA,""
"126","CCE","2024-07-15","Lost Horse",126,"LoHo3C",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","",""
"127","CCE","2024-07-15","Lost Horse",127,"LoHo3C",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","",""
"128","CCE","2024-07-18","Lost Horse",128,"LoHo4A",2,1.5,5.5,7,7,6.5,"Vey thin burned organic layer","O",NA,NA,NA,""
"129","CCE","2024-07-18","Lost Horse",129,"LoHo4A",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","",""
"130","CCE","2024-07-18","Lost Horse",130,"LoHo4A",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","",""
"131","CCE","2024-07-18","Lost Horse",131,"LoHo4B",0,0,0,0,0,0,"No organic, burned to mineral","O",NA,NA,NA,""
"132","CCE","2024-07-18","Lost Horse",132,"LoHo4B",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","Really crumbly m1, top 2 cm ashy. Because no organic sample, top of m1 had fine pieces or organic material. ",""
"133","CCE","2024-07-18","Lost Horse",133,"LoHo4B",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","Really crumbly m1, top 2 cm ashy. Because no organic sample, top of m1 had fine pieces or organic material. ",""
"134","CCE","2024-07-18","Lost Horse",134,"LoHo4C",27.5,18,10,10,13,12.5,"Big! Lots of dead moss","O",NA,NA,NA,""
"135","CCE","2024-07-18","Lost Horse",135,"LoHo4C",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","",""
"136","CCE","2024-07-18","Lost Horse",136,"LoHo4C",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","",""
"137","CCE","2024-07-18","Lost Horse",137,"LoHo5A",16,16,11,11,11,10,"Roots!!","O",NA,NA,NA,""
"138","CCE","2024-07-18","Lost Horse",138,"LoHo5A",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","Removed 3 cm of rock between organic and mineral",""
"139","CCE","2024-07-18","Lost Horse",139,"LoHo5A",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","Removed 3 cm of rock between organic and mineral",""
"140","CCE","2024-07-18","Lost Horse",140,"LoHo5B",15,14,11,11,10,10,"","O",NA,NA,NA,""
"141","CCE","2024-07-18","Lost Horse",141,"LoHo5B",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","",""
"142","CCE","2024-07-18","Lost Horse",142,"LoHo5B",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","",""
"143","CCE","2024-07-18","Lost Horse",143,"LoHo5C",17,16,10,10,11.5,11.5,"","O",NA,NA,NA,"4cm of rock/mineral/organic that was removed"
"144","CCE","2024-07-18","Lost Horse",144,"LoHo5C",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","","4cm of rock/mineral/organic that was removed"
"145","CCE","2024-07-18","Lost Horse",145,"LoHo6A",13,12,11,10,12,12,"","O",NA,NA,NA,""
"146","CCE","2024-07-18","Lost Horse",146,"LoHo6A",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","About 6 cm of rock removed between organic and mineral.",""
"147","CCE","2024-07-18","Lost Horse",147,"LoHo6A",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","About 6 cm of rock removed between organic and mineral.",""
"148","CCE","2024-07-18","Lost Horse",148,"LoHo6B",7,6,10,10,10,9.5,"","O",NA,NA,NA,""
"149","CCE","2024-07-18","Lost Horse",149,"LoHo6B",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","About 2cm of rocks removed between organic and mineral ",""
"150","CCE","2024-07-18","Lost Horse",150,"LoHo6B",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","About 2cm of rocks removed between organic and mineral ",""
"151","CCE","2024-07-18","Lost Horse",151,"LoHo6C",9,10,10,10.5,9,9,"This is crumbling and bottom is falling apart 
Litter mixed in with it.","O",NA,NA,NA,"Removed 6cm of rock between organic and mineral"
"152","CCE","2024-07-18","Lost Horse",152,"LoHo6C",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","","Removed 6cm of rock between organic and mineral"
"153","CCE","2024-07-18","Lost Horse",153,"LoHo6C",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","","Removed 6cm of rock between organic and mineral"
"154","CCE","2024-07-28","McCoy Creek",154,"McCr1A",24,25,12,11,10,9,"Sphagnum, standing water at 20 cm, mineral at 37","O",NA,NA,NA,"Very wet, standing water while sampling, ar hole depth to mineral"
"155","CCE","2024-07-28","McCoy Creek",155,"McCr1A",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Grab","Unable to core volumetrically, m1 sample is approximate depth grab sample from core estimated based on hole depth. No m2 sample.","Very wet, standing water while sampling, ar hole depth to mineral"
"156","CCE","2024-07-28","McCoy Creek",156,"McCr1B",23.5,21,10,9,12,12,"Bottom 2.5 cm organic came off with corer, in own bag for processing","O",NA,NA,NA,"Sampling between tussocks, very wet, standing water at 30 cm depth, AR hole depth same as sample depth"
"157","CCE","2024-07-28","McCoy Creek",157,"McCr1B",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","Top 2 cm mineral mixed with organic","Sampling between tussocks, very wet, standing water at 30 cm depth, AR hole depth same as sample depth"
"158","CCE","2024-07-28","McCoy Creek",158,"McCr1B",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","Top 2 cm mineral mixed with organic","Sampling between tussocks, very wet, standing water at 30 cm depth, AR hole depth same as sample depth"
"159","CCE","2024-07-28","McCoy Creek",159,"McCr1C",23,24,9,9,13,12,"","O",NA,NA,NA,""
"160","CCE","2024-07-28","McCoy Creek",160,"McCr1C",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","Char in mineral sample! Legacy c!",""
"161","CCE","2024-07-28","McCoy Creek",161,"McCr1C",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","Char in mineral sample! Legacy c!",""
"162","CCE","2024-07-29","McCoy Creek",162,"McCr2A",13,14,11,10,10,10,"","O",NA,NA,NA,"Sampled between 2 tussocks"
"163","CCE","2024-07-29","McCoy Creek",163,"McCr2A",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","","Sampled between 2 tussocks"
"164","CCE","2024-07-29","McCoy Creek",164,"McCr2A",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","","Sampled between 2 tussocks"
"165","CCE","2024-07-29","McCoy Creek",165,"McCr2B",10,12,9,8,9,9,"","O",NA,NA,NA,""
"166","CCE","2024-07-29","McCoy Creek",166,"McCr2B",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","",""
"167","CCE","2024-07-29","McCoy Creek",167,"McCr2B",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","",""
"168","CCE","2024-07-29","McCoy Creek",168,"McCr2C",22,20.5,6,9,11,10,"","O",NA,NA,NA,""
"169","CCE","2024-07-29","McCoy Creek",169,"McCr2C",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","",""
"170","CCE","2024-07-29","McCoy Creek",170,"McCr2C",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","",""
"171","CCE","2024-08-07","McCoy Creek",171,"McCr3A",19,20,10,10,10,10,"","O",NA,NA,NA,""
"172","CCE","2024-08-07","McCoy Creek",172,"McCr3A",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","",""
"173","CCE","2024-08-07","McCoy Creek",173,"McCr3A",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","",""
"174","CCE","2024-08-07","McCoy Creek",174,"McCr3B",5,5.5,10.5,10.5,10.5,10,"Green moss here is Merchantia","O",NA,NA,NA,"Ar on downed tree"
"175","CCE","2024-08-07","McCoy Creek",175,"McCr3B",NA,NA,NA,NA,NA,NA,NA,"M1",5,"Core","","Ar on downed tree"
"176","CCE","2024-08-07","McCoy Creek",176,"McCr3B",NA,NA,NA,NA,NA,NA,NA,"M2",5,"Core","","Ar on downed tree"
"177","CCE","2024-08-07","McCoy Creek",177,"McCr3C",31,31.5,11,11,10.5,10,"","O",NA,NA,NA,""
