date,fire_scar,site,plot,cwd_species,diameter,decay_class,combustion
7/18/2021,Aggie,89,A,NA,NA,NA,NA
7/18/2021,Aggie,89,B,NA,NA,NA,NA
7/18/2021,Aggie,89,C,NA,NA,NA,NA
7/17/2021,Aggie,93,A,NA,NA,NA,NA
7/17/2021,Aggie,93,B,NA,NA,NA,NA
7/17/2021,Aggie,93,C,NA,NA,NA,NA
7/17/2021,Aggie,94,A,NA,NA,NA,NA
7/17/2021,Aggie,94,B,NA,NA,NA,NA
7/17/2021,Aggie,94,C,NA,NA,NA,NA
7/18/2021,Aggie,99,A,NA,NA,NA,NA
7/18/2021,Aggie,99,B,black spruce,7.6,hard,75
7/18/2021,Aggie,99,C,NA,NA,NA,NA
7/18/2021,Aggie,103,A,NA,NA,NA,NA
7/18/2021,Aggie,103,B,NA,NA,NA,NA
7/18/2021,Aggie,103,C,NA,NA,NA,NA
7/18/2021,Aggie,109,A,NA,NA,NA,NA
7/18/2021,Aggie,109,B,NA,NA,NA,NA
7/18/2021,Aggie,109,C,NA,NA,NA,NA
7/18/2021,Aggie,110,A,black spruce,5.3,crumbly,75
7/18/2021,Aggie,110,B,NA,NA,NA,NA
7/18/2021,Aggie,110,C,NA,NA,NA,NA
7/17/2021,Aggie,111,A,NA,NA,NA,NA
7/17/2021,Aggie,111,B,unknown,6.4,hard,75
7/17/2021,Aggie,111,C,unknown,6.3,crumbly,75
7/19/2022,BearFish,6846,A,NA,NA,NA,NA
7/19/2022,BearFish,6846,B,NA,NA,NA,NA
7/19/2022,BearFish,6846,C,NA,NA,NA,NA
7/19/2022,BearFish,6887,A,NA,NA,NA,NA
7/19/2022,BearFish,6887,B,NA,NA,NA,NA
7/19/2022,BearFish,6887,C,NA,NA,NA,NA
7/19/2022,BearFish,68274,A,NA,NA,NA,NA
7/19/2022,BearFish,68274,B,unknown conifer,7.2,hard,75
7/19/2022,BearFish,68274,C,NA,NA,NA,NA
7/19/2022,BearFish,68303,A,NA,NA,NA,NA
7/19/2022,BearFish,68303,B,NA,NA,NA,NA
7/19/2022,BearFish,68303,C,NA,NA,NA,NA
7/19/2022,BearFish,68469,A,NA,NA,NA,NA
7/19/2022,BearFish,68469,B,NA,NA,NA,NA
7/19/2022,BearFish,68469,C,NA,NA,NA,NA
7/20/2022,BigTractor,39,A,unknown conifer,7.5,hard,75
7/20/2022,BigTractor,39,A,unknown conifer,10.8,hard,75
7/20/2022,BigTractor,39,B,unknown conifer,9.8,hard,75
7/20/2022,BigTractor,39,C,unknown conifer,7.4,hard,25
7/20/2022,BigTractor,39,C,unknown conifer,5.4,hard,75
7/20/2022,BigTractor,101,A,white spruce,10.6,hard,75
7/20/2022,BigTractor,101,A,white spruce,14.5,hard,75
7/20/2022,BigTractor,101,A,white spruce,9.4,hard,75
7/20/2022,BigTractor,101,A,white spruce,11.2,hard,75
7/20/2022,BigTractor,101,A,white spruce,10.6,crumbly,75
7/20/2022,BigTractor,101,A,white spruce,8.9,crumbly,75
7/20/2022,BigTractor,101,A,white spruce,6,hard,75
7/20/2022,BigTractor,101,B,white spruce,6.2,crumbly,75
7/20/2022,BigTractor,101,B,white spruce,11.8,hard,50
7/20/2022,BigTractor,101,B,white spruce,9.8,hard,75
7/20/2022,BigTractor,101,B,white spruce,6.4,hard,75
7/20/2022,BigTractor,101,B,white spruce,5.5,hard,75
7/20/2022,BigTractor,101,B,white spruce,6.1,hard,75
7/20/2022,BigTractor,101,C,white spruce,7.5,crumbly,75
7/20/2022,BigTractor,101,C,white spruce,6.4,hard,75
7/20/2022,BigTractor,101,C,white spruce,10.6,crumbly,75
7/20/2022,BigTractor,101,C,white spruce,18.6,hard,50
7/20/2022,BigTractor,101,C,white spruce,8.2,hard,75
7/20/2022,BigTractor,101,C,white spruce,10.2,hard,75
7/20/2022,BigTractor,145,A,white spruce,10.9,crumbly,50
7/20/2022,BigTractor,145,B,NA,NA,NA,NA
7/20/2022,BigTractor,145,C,white spruce,8.1,hard,75
7/20/2022,BigTractor,145,C,white spruce,5.1,hard,75
7/20/2022,BigTractor,158,A,white spruce,10.9,hard,50
7/20/2022,BigTractor,158,A,white spruce,8.8,soft,75
7/20/2022,BigTractor,158,B,white spruce,12.2,crumbly,75
7/20/2022,BigTractor,158,B,white spruce,8.3,hard,75
7/20/2022,BigTractor,158,C,white spruce,7.5,crumbly,75
7/20/2022,BigTractor,158,C,white spruce,5.2,hard,75
7/20/2022,BigTractor,262,A,white spruce,9.9,crumbly,75
7/20/2022,BigTractor,262,A,white spruce,17.8,crumbly,75
7/20/2022,BigTractor,262,B,white spruce,5,hard,75
7/20/2022,BigTractor,262,B,white spruce,6.2,hard,75
7/20/2022,BigTractor,262,B,white spruce,10.9,crumbly,75
7/20/2022,BigTractor,262,B,white spruce,6.6,hard,75
7/20/2022,BigTractor,262,C,white spruce,21.5,hard,50
7/20/2022,BigTractor,262,C,white spruce,15.9,soft,75
7/14/2023,BitzshitiniCosnaLittle,44,A,NA,NA,NA,NA
7/14/2023,BitzshitiniCosnaLittle,44,B,NA,NA,NA,NA
7/14/2023,BitzshitiniCosnaLittle,44,C,unknown,1,crumbly,75
7/14/2023,BitzshitiniCosnaLittle,45,A,black spruce,3.8,hard,50
7/14/2023,BitzshitiniCosnaLittle,45,B,NA,NA,NA,NA
7/14/2023,BitzshitiniCosnaLittle,45,C,NA,NA,NA,NA
7/14/2023,BitzshitiniCosnaLittle,46,A,NA,NA,NA,NA
7/14/2023,BitzshitiniCosnaLittle,46,B,black spruce,3.5,hard,25
7/14/2023,BitzshitiniCosnaLittle,46,B,unknown,1.6,hard,50
7/14/2023,BitzshitiniCosnaLittle,46,C,unknown,1,hard,0
7/14/2023,BitzshitiniCosnaLittle,46,C,black spruce,1.9,hard,25
7/14/2023,BitzshitiniCosnaLittle,46,C,black spruce,1.4,hard,25
7/15/2023,BitzshitiniCosnaLittle,47,A,NA,NA,NA,NA
7/15/2023,BitzshitiniCosnaLittle,47,B,black spruce,1,hard,25
7/15/2023,BitzshitiniCosnaLittle,47,B,black spruce,3.3,crumbly,25
7/15/2023,BitzshitiniCosnaLittle,47,B,black spruce,1.4,hard,25
7/15/2023,BitzshitiniCosnaLittle,47,C,black spruce,2.3,hard,50
7/15/2023,BitzshitiniCosnaLittle,47,C,black spruce,2.1,hard,75
7/15/2023,BitzshitiniCosnaLittle,47,C,NA,NA,NA,NA
7/15/2023,BitzshitiniCosnaLittle,48,B,black spruce,2.2,hard,25
7/15/2023,BitzshitiniCosnaLittle,48,B,black spruce,4.5,hard,25
7/15/2023,BitzshitiniCosnaLittle,48,B,black spruce,2.2,hard,25
7/15/2023,BitzshitiniCosnaLittle,48,B,black spruce,2.7,hard,25
7/15/2023,BitzshitiniCosnaLittle,48,B,black spruce,1.5,crumbly,25
7/15/2023,BitzshitiniCosnaLittle,48,B,black spruce,2.7,crumbly,50
7/15/2023,BitzshitiniCosnaLittle,48,B,black spruce,3.1,hard,50
7/15/2023,BitzshitiniCosnaLittle,48,B,unknown,6.9,crumbly,50
7/15/2023,BitzshitiniCosnaLittle,48,B,black spruce,2.6,hard,50
7/15/2023,BitzshitiniCosnaLittle,48,B,black spruce,4,hard,50
7/15/2023,BitzshitiniCosnaLittle,48,B,black spruce,3.4,hard,50
7/15/2023,BitzshitiniCosnaLittle,48,B,black spruce,3.2,hard,75
7/15/2023,BitzshitiniCosnaLittle,48,B,unknown,2.5,crumbly,75
7/15/2023,BitzshitiniCosnaLittle,48,B,black spruce,2.2,hard,75
7/15/2023,BitzshitiniCosnaLittle,48,C,black spruce,1.5,hard,25
7/15/2023,BitzshitiniCosnaLittle,48,C,black spruce,2.3,hard,25
7/15/2023,BitzshitiniCosnaLittle,48,C,black spruce,1.2,crumbly,25
7/15/2023,BitzshitiniCosnaLittle,48,C,unknown,2.1,hard,50
7/15/2023,BitzshitiniCosnaLittle,48,C,unknown,1.5,crumbly,50
7/15/2023,BitzshitiniCosnaLittle,48,C,black spruce,4.6,hard,75
7/15/2023,BitzshitiniCosnaLittle,49,A,NA,NA,NA,NA
7/15/2023,BitzshitiniCosnaLittle,49,B,NA,NA,NA,NA
7/15/2023,BitzshitiniCosnaLittle,49,C,NA,NA,NA,NA
7/12/2023,BitzshitiniWien,39,A,NA,NA,NA,NA
7/12/2023,BitzshitiniWien,39,B,NA,NA,NA,NA
7/12/2023,BitzshitiniWien,39,C,NA,NA,NA,NA
7/12/2023,BitzshitiniWien,40,A,NA,NA,NA,NA
7/12/2023,BitzshitiniWien,40,B,NA,NA,NA,NA
7/12/2023,BitzshitiniWien,40,C,NA,NA,NA,NA
7/13/2023,BitzshitiniWien,41,A,NA,NA,NA,NA
7/13/2023,BitzshitiniWien,41,B,NA,NA,NA,NA
7/13/2023,BitzshitiniWien,41,C,black spruce,5.7,soft,25
7/13/2023,BitzshitiniWien,41,C,unknown,3.2,crumbly,25
7/13/2023,BitzshitiniWien,42,A,NA,NA,NA,NA
7/13/2023,BitzshitiniWien,42,B,NA,NA,NA,NA
7/13/2023,BitzshitiniWien,42,C,black spruce,6.2,crumbly,25
7/13/2023,BitzshitiniWien,43,A,black spruce,2.2,hard,50
7/13/2023,BitzshitiniWien,43,B,NA,NA,NA,NA
7/13/2023,BitzshitiniWien,43,C,NA,NA,NA,NA
7/8/2023,Chitanana,29,A,unknown,0.8,crumbly,50
7/8/2023,Chitanana,29,B,unknown,2.7,crumbly,25
7/8/2023,Chitanana,29,C,black spruce,3.1,crumbly,50
7/9/2023,Chitanana,30,A,black spruce,6.8,hard,25
7/9/2023,Chitanana,30,A,black spruce,4.1,crumbly,75
7/9/2023,Chitanana,30,A,unknown,1.4,crumbly,75
7/9/2023,Chitanana,30,B,NA,NA,NA,NA
7/9/2023,Chitanana,30,C,NA,NA,NA,NA
7/9/2023,Chitanana,31,A,NA,NA,NA,NA
7/9/2023,Chitanana,31,B,NA,NA,NA,NA
7/9/2023,Chitanana,31,C,NA,NA,NA,NA
7/9/2023,Chitanana,32,A,NA,NA,NA,NA
7/9/2023,Chitanana,32,B,unknown conifer,2.9,crumbly,25
7/9/2023,Chitanana,32,B,unknown conifer,0.7,crumbly,75
7/9/2023,Chitanana,32,C,NA,NA,NA,NA
7/9/2023,Chitanana,33,A,NA,NA,NA,NA
7/9/2023,Chitanana,33,B,NA,NA,NA,NA
7/9/2023,Chitanana,33,C,NA,NA,NA,NA
7/10/2023,ChitananaMooseheart,34,A,NA,NA,NA,NA
7/10/2023,ChitananaMooseheart,34,B,NA,NA,NA,NA
7/10/2023,ChitananaMooseheart,34,C,NA,NA,NA,NA
7/10/2023,ChitananaMooseheart,35,A,unknown conifer,2.9,crumbly,75
7/10/2023,ChitananaMooseheart,35,B,NA,NA,NA,NA
7/10/2023,ChitananaMooseheart,35,C,black spruce,3.2,hard,50
7/10/2023,ChitananaMooseheart,36,B,NA,NA,NA,NA
7/10/2023,ChitananaMooseheart,36,C,NA,NA,NA,NA
7/10/2023,ChitananaMooseheart,36,C,NA,NA,NA,NA
7/12/2023,ChitananaMooseheart,37,A,black spruce,2.7,hard,50
7/12/2023,ChitananaMooseheart,37,B,unknown,5.3,hard,75
7/12/2023,ChitananaMooseheart,37,B,unknown,2.2,soft,75
7/12/2023,ChitananaMooseheart,37,B,unknown,1.3,crumbly,75
7/12/2023,ChitananaMooseheart,37,C,unknown,9.9,soft,50
7/12/2023,ChitananaMooseheart,37,C,black spruce,1.3,crumbly,75
7/12/2023,ChitananaMooseheart,37,C,unknown,3,crumbly,75
7/12/2023,ChitananaMooseheart,38,A,unknown conifer,5.7,hard,25
7/12/2023,ChitananaMooseheart,38,A,unknown conifer,8.1,hard,25
7/12/2023,ChitananaMooseheart,38,A,black spruce,8.5,hard,25
7/12/2023,ChitananaMooseheart,38,A,birch,12.5,soft,25
7/12/2023,ChitananaMooseheart,38,A,birch,12.5,soft,25
7/12/2023,ChitananaMooseheart,38,A,birch,9.7,soft,50
7/12/2023,ChitananaMooseheart,38,A,unknown,5,soft,75
7/12/2023,ChitananaMooseheart,38,A,unknown,8.5,soft,75
7/12/2023,ChitananaMooseheart,38,A,unknown,3.5,crumbly,75
7/12/2023,ChitananaMooseheart,38,A,unknown,1.5,crumbly,75
7/12/2023,ChitananaMooseheart,38,B,unknown conifer,4.4,hard,25
7/12/2023,ChitananaMooseheart,38,B,unknown conifer,8.2,crumbly,50
7/12/2023,ChitananaMooseheart,38,B,unknown conifer,2.5,hard,75
7/12/2023,ChitananaMooseheart,38,B,birch,8.1,hard,75
7/12/2023,ChitananaMooseheart,38,B,unknown conifer,4.3,hard,75
7/12/2023,ChitananaMooseheart,38,B,unknown,4.2,crumbly,75
7/12/2023,ChitananaMooseheart,38,C,black spruce,6.8,hard,25
7/12/2023,ChitananaMooseheart,38,C,black spruce,3.1,hard,50
7/12/2023,ChitananaMooseheart,38,C,black spruce,2.6,crumbly,75
7/12/2023,ChitananaMooseheart,38,C,unknown,3.4,crumbly,75
7/12/2023,ChitananaMooseheart,38,C,black spruce,8.3,hard,75
6/26/2023,Douglas,14,A,NA,NA,NA,NA
6/26/2023,Douglas,14,B,NA,NA,NA,NA
6/26/2023,Douglas,14,C,NA,NA,NA,NA
6/26/2023,Douglas,15,A,NA,NA,NA,NA
6/26/2023,Douglas,15,B,NA,NA,NA,NA
6/26/2023,Douglas,15,C,NA,NA,NA,NA
6/27/2023,Douglas,16,A,NA,NA,NA,NA
6/27/2023,Douglas,16,B,NA,NA,NA,NA
6/27/2023,Douglas,16,C,NA,NA,NA,NA
6/27/2023,Douglas,17,A,NA,NA,NA,NA
6/27/2023,Douglas,17,B,NA,NA,NA,NA
6/27/2023,Douglas,17,C,NA,NA,NA,NA
6/27/2023,Douglas,18,A,NA,NA,NA,NA
6/27/2023,Douglas,18,B,NA,NA,NA,NA
6/27/2023,Douglas,18,C,NA,NA,NA,NA
6/25/2023,DouglasBonanza,9,A,NA,NA,NA,NA
6/25/2023,DouglasBonanza,9,B,white spruce,12.1,soft,50
6/25/2023,DouglasBonanza,9,C,NA,NA,NA,NA
6/25/2023,DouglasBonanza,10,A,unknown conifer,7.5,hard,25
6/25/2023,DouglasBonanza,10,A,unknown,4.9,soft,25
6/25/2023,DouglasBonanza,10,A,black spruce,5.1,crumbly,75
6/25/2023,DouglasBonanza,10,A,unknown,5.9,crumbly,75
6/25/2023,DouglasBonanza,10,B,unknown,8.8,hard,50
6/25/2023,DouglasBonanza,10,B,unknown,3,crumbly,75
6/25/2023,DouglasBonanza,10,C,black spruce,6.4,crumbly,25
6/25/2023,DouglasBonanza,10,C,black spruce,16.6,crumbly,50
6/25/2023,DouglasBonanza,10,C,black spruce,7,hard,50
6/25/2023,DouglasBonanza,10,C,black spruce,6.8,hard,50
6/25/2023,DouglasBonanza,10,C,unknown,2.1,hard,50
6/25/2023,DouglasBonanza,10,C,black spruce,7.2,crumbly,75
6/25/2023,DouglasBonanza,10,C,black spruce,5.4,crumbly,75
6/25/2023,DouglasBonanza,10,C,unknown,7.5,crumbly,75
6/25/2023,DouglasBonanza,11,A,birch,0.9,hard,75
6/25/2023,DouglasBonanza,11,A,black spruce,6.8,crumbly,75
6/25/2023,DouglasBonanza,11,B,black spruce,2.4,hard,25
6/25/2023,DouglasBonanza,11,C,black spruce,9,hard,25
6/25/2023,DouglasBonanza,11,C,black spruce,1,hard,25
6/25/2023,DouglasBonanza,11,C,black spruce,2.2,hard,50
6/25/2023,DouglasBonanza,11,C,unknown,4.1,crumbly,50
6/25/2023,DouglasBonanza,11,C,black spruce,6,hard,50
6/25/2023,DouglasBonanza,11,C,black spruce,4.6,hard,75
6/26/2023,DouglasBonanza,12,A,NA,NA,NA,NA
6/26/2023,DouglasBonanza,12,B,NA,NA,NA,NA
6/26/2023,DouglasBonanza,12,C,NA,NA,NA,NA
6/26/2023,DouglasBonanza,13,A,NA,NA,NA,NA
6/26/2023,DouglasBonanza,13,B,NA,NA,NA,NA
6/26/2023,DouglasBonanza,13,C,NA,NA,NA,NA
7/7/2023,DragonMooseheart,24,A,birch,6.8,hard,25
7/7/2023,DragonMooseheart,24,A,black spruce,13.3,hard,50
7/7/2023,DragonMooseheart,24,A,black spruce,3,hard,50
7/7/2023,DragonMooseheart,24,A,black spruce,4.6,hard,75
7/7/2023,DragonMooseheart,24,B,black spruce,3.4,hard,25
7/7/2023,DragonMooseheart,24,B,black spruce,4.2,hard,50
7/7/2023,DragonMooseheart,24,B,birch,3.2,crumbly,75
7/7/2023,DragonMooseheart,24,B,black spruce,3.2,crumbly,75
7/7/2023,DragonMooseheart,24,B,unknown,3.5,hard,75
7/7/2023,DragonMooseheart,24,B,black spruce,3,crumbly,75
7/7/2023,DragonMooseheart,24,B,birch,13.2,hard,75
7/7/2023,DragonMooseheart,24,C,black spruce,4.8,crumbly,50
7/7/2023,DragonMooseheart,24,C,birch,4.1,hard,75
7/7/2023,DragonMooseheart,24,C,birch,3.1,hard,75
7/7/2023,DragonMooseheart,24,C,birch,2.5,hard,75
7/7/2023,DragonMooseheart,25,A,black spruce,4.5,hard,50
7/7/2023,DragonMooseheart,25,A,black spruce,3.7,hard,75
7/7/2023,DragonMooseheart,25,A,birch,4,soft,75
7/7/2023,DragonMooseheart,25,A,unknown,2.3,soft,75
7/7/2023,DragonMooseheart,25,A,birch,1.6,hard,75
7/7/2023,DragonMooseheart,25,A,unknown conifer,1.9,hard,75
7/7/2023,DragonMooseheart,25,B,unknown,3.1,hard,75
7/7/2023,DragonMooseheart,25,B,unknown,2.1,crumbly,75
7/7/2023,DragonMooseheart,25,B,birch,9.2,hard,75
7/7/2023,DragonMooseheart,25,B,black spruce,5.3,hard,75
7/7/2023,DragonMooseheart,25,B,unknown,4,hard,75
7/7/2023,DragonMooseheart,25,B,unknown conifer,3.9,hard,75
7/7/2023,DragonMooseheart,25,B,unknown conifer,9.7,hard,75
7/7/2023,DragonMooseheart,25,B,unknown conifer,2,hard,75
7/7/2023,DragonMooseheart,25,C,birch,24.7,hard,75
7/7/2023,DragonMooseheart,25,C,birch,5.4,hard,75
7/7/2023,DragonMooseheart,25,C,birch,5.3,hard,75
7/7/2023,DragonMooseheart,25,C,birch,12.9,hard,75
7/7/2023,DragonMooseheart,25,C,birch,5.3,hard,75
7/7/2023,DragonMooseheart,25,C,unknown,6.3,hard,75
7/7/2023,DragonMooseheart,25,C,unknown,6.6,hard,75
7/7/2023,DragonMooseheart,25,C,unknown,7.9,hard,75
7/7/2023,DragonMooseheart,25,C,birch,4.3,hard,75
7/8/2023,DragonMooseheart,26,A,black spruce,6,hard,25
7/8/2023,DragonMooseheart,26,A,unknown,3.4,hard,25
7/8/2023,DragonMooseheart,26,A,unknown,2.9,hard,50
7/8/2023,DragonMooseheart,26,A,unknown,2.9,hard,75
7/8/2023,DragonMooseheart,26,A,unknown,10,crumbly,75
7/8/2023,DragonMooseheart,26,B,unknown,3.5,hard,25
7/8/2023,DragonMooseheart,26,B,unknown,1.7,hard,25
7/8/2023,DragonMooseheart,26,B,unknown,0.9,hard,50
7/8/2023,DragonMooseheart,26,C,unknown,1.9,crumbly,75
7/8/2023,DragonMooseheart,26,C,unknown,1,hard,75
7/8/2023,DragonMooseheart,26,C,unknown,6,crumbly,75
7/8/2023,DragonMooseheart,26,C,birch,15,crumbly,75
7/8/2023,DragonMooseheart,26,C,birch,12.4,hard,75
7/8/2023,DragonMooseheart,26,C,unknown,2.2,crumbly,75
7/8/2023,DragonMooseheart,27,B,unknown,5.5,hard,75
7/8/2023,DragonMooseheart,27,B,black spruce,7.4,hard,75
7/8/2023,DragonMooseheart,27,B,unknown conifer,2.5,crumbly,75
7/8/2023,DragonMooseheart,27,B,unknown,1.1,crumbly,75
7/8/2023,DragonMooseheart,27,B,unknown,1.8,crumbly,75
7/8/2023,DragonMooseheart,27,B,unknown,2,crumbly,75
7/8/2023,DragonMooseheart,27,B,black spruce,9.8,hard,75
7/8/2023,DragonMooseheart,27,B,birch,1.7,hard,75
7/8/2023,DragonMooseheart,27,B,birch,4.1,soft,75
7/8/2023,DragonMooseheart,27,C,black spruce,4.8,hard,25
7/8/2023,DragonMooseheart,27,C,unknown,7.5,hard,50
7/8/2023,DragonMooseheart,27,C,unknown,3.1,hard,75
7/8/2023,DragonMooseheart,27,C,birch,5.8,crumbly,75
7/8/2023,DragonMooseheart,27,C,birch,6.4,hard,75
7/8/2023,DragonMooseheart,27,C,unknown,8.3,hard,75
7/8/2023,DragonMooseheart,28,A,black spruce,1.9,hard,25
7/8/2023,DragonMooseheart,28,A,unknown,2.5,hard,75
7/8/2023,DragonMooseheart,28,A,unknown,3.4,hard,75
7/8/2023,DragonMooseheart,28,A,unknown,4.8,soft,75
7/8/2023,DragonMooseheart,28,A,black spruce,11.2,hard,75
7/8/2023,DragonMooseheart,28,A,black spruce,10.6,hard,75
7/8/2023,DragonMooseheart,28,A,black spruce,5.5,hard,75
7/8/2023,DragonMooseheart,28,A,black spruce,6.9,hard,75
7/8/2023,DragonMooseheart,28,A,black spruce,6.1,hard,75
7/8/2023,DragonMooseheart,28,B,black spruce,2.6,hard,25
7/8/2023,DragonMooseheart,28,B,unknown,4.6,hard,75
7/8/2023,DragonMooseheart,28,B,black spruce,15.7,hard,75
7/8/2023,DragonMooseheart,28,B,black spruce,15,hard,75
7/8/2023,DragonMooseheart,28,C,black spruce,2.1,hard,25
7/8/2023,DragonMooseheart,28,C,black spruce,2.4,hard,75
7/8/2023,DragonMooseheart,28,C,unknown,0.6,crumbly,75
7/8/2023,DragonMooseheart,28,C,black spruce,18.4,hard,75
7/8/2023,DragonMooseheart,28,C,black spruce,12.6,hard,75
7/8/2023,DragonMooseheart,28,C,black spruce,10.8,hard,75
7/6/2023,DryMooseheart,19,A,NA,NA,NA,NA
7/6/2023,DryMooseheart,19,B,black spruce,5,hard,25
7/6/2023,DryMooseheart,19,C,aspen,14.3,soft,25
7/6/2023,DryMooseheart,19,C,black spruce,4.1,hard,50
7/6/2023,DryMooseheart,20,A,NA,NA,NA,NA
7/6/2023,DryMooseheart,20,B,NA,NA,NA,NA
7/6/2023,DryMooseheart,20,C,NA,NA,NA,NA
7/6/2023,DryMooseheart,21,A,NA,NA,NA,NA
7/6/2023,DryMooseheart,21,B,unknown,2,hard,50
7/6/2023,DryMooseheart,21,C,NA,NA,NA,NA
7/7/2023,DryMooseheart,22,A,NA,NA,NA,NA
7/7/2023,DryMooseheart,22,B,NA,NA,NA,NA
7/7/2023,DryMooseheart,22,C,NA,NA,NA,NA
7/7/2023,DryMooseheart,23,A,NA,NA,NA,NA
7/7/2023,DryMooseheart,23,B,NA,NA,NA,NA
7/7/2023,DryMooseheart,23,C,black spruce,3.8,soft,50
7/25/2022,FrozenBlackCalf,36,A,NA,NA,NA,NA
7/25/2022,FrozenBlackCalf,36,B,NA,NA,NA,NA
7/25/2022,FrozenBlackCalf,36,C,unknown conifer,7.3,hard,75
7/25/2022,FrozenBlackCalf,188,A,NA,NA,NA,NA
7/25/2022,FrozenBlackCalf,188,B,NA,NA,NA,NA
7/25/2022,FrozenBlackCalf,188,C,NA,NA,NA,NA
7/25/2022,FrozenBlackCalf,449,A,unknown conifer,7,hard,75
7/25/2022,FrozenBlackCalf,449,B,NA,NA,NA,NA
7/25/2022,FrozenBlackCalf,449,C,NA,NA,NA,NA
7/25/2022,FrozenBlackCalf,593,A,NA,NA,NA,NA
7/25/2022,FrozenBlackCalf,593,B,NA,NA,NA,NA
7/25/2022,FrozenBlackCalf,593,C,NA,NA,NA,NA
7/25/2022,FrozenBlackCalf,807,A,NA,NA,NA,NA
7/25/2022,FrozenBlackCalf,807,B,NA,NA,NA,NA
7/25/2022,FrozenBlackCalf,807,C,NA,NA,NA,NA
7/25/2022,FrozenBlackCalf,1018,A,NA,NA,NA,NA
7/25/2022,FrozenBlackCalf,1018,B,NA,NA,NA,NA
7/25/2022,FrozenBlackCalf,1018,C,NA,NA,NA,NA
7/24/2022,FrozenCalf,11,A,NA,NA,NA,NA
7/24/2022,FrozenCalf,11,B,NA,NA,NA,NA
7/24/2022,FrozenCalf,11,C,NA,NA,NA,NA
7/24/2022,FrozenCalf,26,A,NA,NA,NA,NA
7/24/2022,FrozenCalf,26,B,NA,NA,NA,NA
7/24/2022,FrozenCalf,26,C,NA,NA,NA,NA
7/24/2022,FrozenCalf,268,A,NA,NA,NA,NA
7/24/2022,FrozenCalf,268,B,NA,NA,NA,NA
7/24/2022,FrozenCalf,268,C,black spruce,5,hard,75
7/24/2022,FrozenCalf,360,A,NA,NA,NA,NA
7/24/2022,FrozenCalf,360,B,NA,NA,NA,NA
7/24/2022,FrozenCalf,360,C,NA,NA,NA,NA
7/24/2022,FrozenCalf,686,A,NA,NA,NA,NA
7/24/2022,FrozenCalf,686,B,NA,NA,NA,NA
7/24/2022,FrozenCalf,686,C,NA,NA,NA,NA
7/24/2022,FrozenCalf,755,A,NA,NA,NA,NA
7/24/2022,FrozenCalf,755,B,black spruce,5,hard,75
7/24/2022,FrozenCalf,755,C,black spruce,7.5,hard,50
7/23/2022,FrozenFish,374,A,NA,NA,NA,NA
7/23/2022,FrozenFish,374,B,unknown conifer,5.2,soft,75
7/23/2022,FrozenFish,374,C,NA,NA,NA,NA
7/23/2022,FrozenFish,953,A,NA,NA,NA,NA
7/23/2022,FrozenFish,953,B,NA,NA,NA,NA
7/23/2022,FrozenFish,953,C,NA,NA,NA,NA
7/23/2022,FrozenFish,1202,A,NA,NA,NA,NA
7/23/2022,FrozenFish,1202,B,NA,NA,NA,NA
7/23/2022,FrozenFish,1202,C,black spruce,6.7,crumbly,75
7/23/2022,FrozenFish,1820,A,NA,NA,NA,NA
7/23/2022,FrozenFish,1820,B,NA,NA,NA,NA
7/23/2022,FrozenFish,1820,C,NA,NA,NA,NA
7/23/2022,FrozenFish,1879,A,NA,NA,NA,NA
7/23/2022,FrozenFish,1879,B,NA,NA,NA,NA
7/23/2022,FrozenFish,1879,C,unknown conifer,6.5,soft,75
7/23/2022,FrozenFish,2616,A,NA,NA,NA,NA
7/23/2022,FrozenFish,2616,B,NA,NA,NA,NA
7/23/2022,FrozenFish,2616,C,NA,NA,NA,NA
7/24/2023,Isom,70,A,black spruce,2.2,hard,25
7/24/2023,Isom,70,A,black spruce,2.6,hard,25
7/24/2023,Isom,70,B,black spruce,3.1,crumbly,25
7/24/2023,Isom,70,B,black spruce,1.6,hard,25
7/24/2023,Isom,70,B,black spruce,2.1,hard,50
7/24/2023,Isom,70,B,unknown,4.7,crumbly,75
7/24/2023,Isom,70,C,unknown,2.4,soft,50
7/24/2023,Isom,70,C,black spruce,4.5,hard,50
7/24/2023,Isom,70,C,unknown,2.4,soft,75
7/24/2023,Isom,71,A,black spruce,3,crumbly,25
7/24/2023,Isom,71,B,black spruce,2.5,hard,50
7/24/2023,Isom,71,C,NA,NA,NA,NA
7/24/2023,Isom,72,A,unknown,3,crumbly,75
7/24/2023,Isom,72,B,black spruce,3.4,hard,25
7/24/2023,Isom,72,B,black spruce,3.3,hard,25
7/24/2023,Isom,72,B,black spruce,1.3,crumbly,50
7/24/2023,Isom,72,C,black spruce,2.4,hard,25
7/24/2023,Isom,72,C,black spruce,4,hard,25
7/24/2023,Isom,72,C,unknown,1.7,hard,50
7/24/2023,Isom,72,C,unknown,3.1,hard,75
7/24/2023,Isom,72,C,unknown,1.2,hard,75
7/17/2023,KilolitnaTal,50,A,NA,NA,NA,NA
7/17/2023,KilolitnaTal,50,B,NA,NA,NA,NA
7/17/2023,KilolitnaTal,50,C,NA,NA,NA,NA
7/17/2023,KilolitnaTal,51,A,NA,NA,NA,NA
7/17/2023,KilolitnaTal,51,B,NA,NA,NA,NA
7/17/2023,KilolitnaTal,51,C,NA,NA,NA,NA
7/17/2023,KilolitnaTal,52,A,NA,NA,NA,NA
