sample_id,field_id,fire,site,plot,soil_depth_top_cm,soil_depth_bottom_cm,initial_mass_g,pre_homo_subsample_mass_g,cn_d1,cn_d2,cn_w1,cn_w2,cn_l1,cn_l2,homogenized_soil_mass_g,subsample_fine_wet_mass_g,coarse_wet_mass_g,rock_weight_g,rock_volume_ml,subsample_fine_dry_mass_g,coarse_dry_mass_g,N_weight_per,C_weight_per
LC_4396,KilTal52B,KilolitnaTal,52,B,10,15,556.8,55.75,2,2.5,3.5,4,7,6.5,35.04,35.04,3.81,13.3,7,16.51,1.55,0.7,11.75
LC_4397,MmBon6C,MmBonanza,6,C,0,5,499.65,34.26,5,5,6.5,5.5,9,9,16.37,16.37,7.29,NA,NA,6.57,3.77,0.96,48.66
LC_4398,MmBon6C,MmBonanza,6,C,5,10,499.65,51.96,5,5,6.5,5,10,9.5,29.69,29.69,12.06,NA,NA,9.71,4.99,1.02,41.33
LC_4399,MmBon6C,MmBonanza,6,C,10,15,499.65,112.86,5,5,5.5,5,9.5,10,90.14,50,11.33,NA,NA,21.94,4.75,0.54,14.04
LC_4400,MmBon6C,MmBonanza,6,C,15,20,499.65,68.04,2,2.5,5,4,7.5,7.5,64.44,49.98,1.25,0.29,0.5,28.9,0.51,NA,NA
LC_4401,SnoEag61C,SnohomishEagle,61,C,0,5,783.9,54.64,5,5,6.5,6,10,8.5,31.05,31.05,13.37,NA,NA,12.5,5.85,NA,NA
LC_4402,SnoEag61C,SnohomishEagle,61,C,5,10,783.9,101.77,5,5,6.5,5,9.5,10,77.5,50.06,17.08,NA,NA,16.29,6.04,NA,NA
LC_4403,SnoEag61C,SnohomishEagle,61,C,10,15,783.9,187.07,5,5,6,4.5,9.5,9.5,172.08,49.95,8.48,NA,NA,17.84,2.94,NA,NA
LC_4404,SnoEag61C,SnohomishEagle,61,C,15,20,783.9,169.89,4,3.5,6,5.5,10,10,162.45,50.01,3.1,NA,NA,26.06,1.35,NA,NA
LC_4405,BitWein43B,BitzshitiniWien,43,B,0,5,1362.16,292.34,5,5,6.5,6.5,13,13.5,227.98,50.07,44.76,NA,NA,15.26,13.94,NA,NA
LC_4406,BitWein43B,BitzshitiniWien,43,B,5,10,1362.16,460.16,5,4,6,6,13,13,442.43,50.32,10.33,NA,NA,32.07,5.51,NA,NA
LC_4407,DryMoo23C,DryMooseheart,23,C,0,5,1367.39,142.87,5,5,6,5.5,12,11.5,120.71,50,13.09,NA,NA,14.21,4.58,1.42,35.48
LC_4408,DryMoo23C,DryMooseheart,23,C,5,10,1367.39,304.31,5,5,6,5,11,11.5,280.82,49.95,8.22,NA,NA,16.78,2.66,0.94,21.95
LC_4409,DryMoo23C,DryMooseheart,23,C,10,15,1367.39,284.94,4,4.5,6,5.5,10.5,10.5,277.42,50.04,0.98,1.31,2.2,32.97,0.62,0.27,3.48
LC_4410,Doug18C,Douglas,18,C,0,5,932.36,101.7,5,5,6,5,10.5,10.5,85.87,50.03,11.16,NA,NA,6.55,2.28,0.78,45.25
LC_4411,Doug18C,Douglas,18,C,5,10,932.36,79.03,5,5,5.5,5,10.5,10.5,65.07,50.17,3.31,NA,NA,5.21,0.71,0.58,44.62
LC_4412,Doug18C,Douglas,18,C,10,15,932.36,80.38,5,5,5,5,8.5,8.5,67.82,50.08,7.48,NA,NA,4.85,1.29,0.69,45.84
LC_4413,Doug18C,Douglas,18,C,15,20,932.36,56.61,5,5,5.5,5,9.5,9,43.02,43.02,10.52,NA,NA,5.25,2.54,0.66,47.38
LC_4414,Doug18C,Douglas,18,C,20,25,932.36,63.61,5,5,5.5,4.5,8,7.5,48.52,48.52,8.49,NA,NA,7.81,3.05,0.92,48.66
LC_4415,Doug18C,Douglas,18,C,25,30,932.36,83.18,5,5,6,5,8.5,8,64.54,50.18,11.37,NA,NA,6.74,1.93,1.14,47.5
LC_4416,Doug18C,Douglas,18,C,30,35,932.36,20.04,2,2,4.5,4,7,7,15.22,15.22,2.03,NA,NA,2.28,0.35,1.4,48.13
LC_4417,ChitMoo34C,ChitananaMooseheart,34,C,0,5,2714.73,38.62,5,5,5.5,4.5,11.5,10.5,20.48,20.48,11.17,NA,NA,6.84,4.19,1.54,42.83
LC_4418,ChitMoo34C,ChitananaMooseheart,34,C,5,10,2714.73,74.16,5,5,5,4.5,13,12.5,33.28,33.28,31.62,NA,NA,8.38,9.24,1.66,39.61
LC_4419,ChitMoo34C,ChitananaMooseheart,34,C,10,15,2714.73,179.13,5,5,5.5,5,11.5,11,125.68,50.28,39.61,NA,NA,10.2,8.89,1.86,32.89
LC_4420,ChitMoo34C,ChitananaMooseheart,34,C,15,20,2714.73,265.21,5,5,5.5,5,11.5,11.5,209.29,49.96,35.05,NA,NA,10.7,8.04,1.9,32.62
LC_4421,ChitMoo34C,ChitananaMooseheart,34,C,20,25,2714.73,286.59,5,5,5.5,5,11,11,24.99,50.08,23.39,NA,NA,14.77,7.58,1.65,26.73
LC_4422,ChitMoo34C,ChitananaMooseheart,34,C,25,30,2714.73,291.68,5,5,5,5,10.5,10,275.73,50.32,9.1,NA,NA,19.49,3.38,1.48,22.71
LC_4423,ChitMoo34C,ChitananaMooseheart,34,C,30,35,2714.73,187.04,5,5,5,5,9.5,7.5,181.7,50.08,0.48,NA,NA,20.06,0.16,1.44,23.97
LC_4424,DryMoo19A,DryMooseheart,19,A,0,5,923.2,49.36,5,5,6,5,11,10.5,22.37,22.37,9.69,NA,NA,7.53,3.89,1.18,45.43
LC_4425,DryMoo19A,DryMooseheart,19,A,5,10,923.2,169.52,5,5,5.5,5,11,11,117.72,50.11,35.1,NA,NA,11.84,8.82,NA,NA
LC_4426,DryMoo19A,DryMooseheart,19,A,10,15,923.2,221.36,5,5,5.5,5,12,12,199.76,49.98,14.31,NA,NA,15.62,5.03,NA,NA
LC_4427,DryMoo19A,DryMooseheart,19,A,15,20,923.2,37.33,1.5,2,4,3,7.5,7,34.91,34.91,0.7,NA,NA,20.01,0.25,NA,NA
LC_4428,MudNowDir68C,MudNowitnaDirt,68,C,0,5,527.44,145.97,5,5,6,5.5,10.5,10.5,125.87,49.97,5.86,NA,NA,29.3,3.83,NA,NA
LC_4429,MudNowDir68C,MudNowitnaDirt,68,C,5,10,527.44,96.84,4,4.5,5,4.5,11,10.5,91.13,50.01,1.55,NA,NA,28.98,0.95,NA,NA
LC_4430,DryMoo22B,DryMooseheart,22,B,0,5,1587.98,179.88,5,5,6.5,6,12,12,124.84,50.12,31.87,NA,NA,13.63,9.86,NA,NA
LC_4431,DryMoo22B,DryMooseheart,22,B,5,10,1587.98,265.88,5,5,6.5,6,12,12,220.06,50.01,33.11,NA,NA,13.21,8.73,NA,NA
LC_4432,DryMoo22B,DryMooseheart,22,B,10,15,1587.98,269.58,5,5,6.5,6,11.5,11,231.74,49.99,24.43,NA,NA,16.23,8.02,NA,NA
LC_4433,DryMoo22B,DryMooseheart,22,B,15,20,1587.98,87.86,2,2,5.5,4,10,8,82.72,49.99,1.24,NA,NA,29.68,0.68,NA,NA
LC_4434,MudNowDir65C,MudNowitnaDirt,65,C,0,5,563.15,159.35,5,5,6,5.5,10,10,138.61,50.02,12.95,NA,NA,32.69,8.58,NA,NA
LC_4435,MudNowDir65C,MudNowitnaDirt,65,C,5,10,563.15,96.38,3,3,5.5,4.5,10,10,92.94,50.05,0.65,NA,NA,31.56,0.43,NA,NA
LC_4436,KilTalHol58C,KilolitnaTalHolanada,58,C,0,5,294.08,78.85,5,5,6.5,4.5,8.5,8,55.28,50.18,16.69,NA,NA,21.76,8.16,NA,NA
LC_4437,KilTalHol58C,KilolitnaTalHolanada,58,C,5,10,294.08,86.66,4,3.5,6,6,8.5,8,75.21,50,2.73,5.27,7,24.3,1.48,NA,NA
LC_4438,DryMoo20C,DryMooseheart,20,C,0,5,3365.96,273.12,5,5,7.5,6,12.5,12,164.78,50.3,65.85,NA,NA,10.63,15.31,NA,NA
LC_4439,DryMoo20C,DryMooseheart,20,C,5,10,3365.96,424.72,5,5,7,6,12,12,363.06,50.09,39.12,NA,NA,15.08,11.42,NA,NA
LC_4440,DryMoo20C,DryMooseheart,20,C,10,15,3365.96,458.65,5,5,8,5,12.5,12,439.19,50.03,1.41,NA,NA,17.33,0.67,NA,NA
LC_4441,DryMoo20C,DryMooseheart,20,C,15,20,3365.96,420.22,5,5,5,7,11.5,12,407.51,50.02,0.58,NA,NA,20.95,0.31,NA,NA
LC_4442,DryMoo20C,DryMooseheart,20,C,20,25,3365.96,268.53,4,4,6,6,11,10.5,264.08,49.96,0.71,NA,NA,35.24,0.41,NA,NA
LC_4443,Chit29C,Chitanana,29,C,0,5,1094.01,38.25,5,5,4.5,3.5,9.5,9.5,26.49,26.49,5.03,NA,NA,8.67,2.01,NA,NA
LC_4444,Chit29C,Chitanana,29,C,5,10,1094.01,91.35,5,5,4.5,4,9.5,9.5,68.42,50.06,9.12,NA,NA,7.83,2.5,NA,NA
LC_4445,Chit29C,Chitanana,29,C,10,15,1094.01,134.01,5,5,4,3.5,8.5,8.5,101,49.96,22.93,NA,NA,9.76,5.78,NA,NA
LC_4446,Chit29C,Chitanana,29,C,15,20,1094.01,213.27,5,5,4,4,8,8,202.52,49.92,3.54,NA,NA,27.83,1.22,NA,NA
LC_4447,Chit29C,Chitanana,29,C,20,25,1094.01,92.13,4,3,4,3.5,6.5,6,87.99,49.94,0.82,NA,NA,36.41,0.48,NA,NA
LC_4448,DryMoo21A,DryMooseheart,21,A,0,5,2067.97,63.72,5,5,6.5,5.5,9,9,45.93,45.93,7.64,NA,NA,12.04,2.56,NA,NA
LC_4449,DryMoo21A,DryMooseheart,21,A,5,10,2067.97,128.89,5,5,6,6,9,9,99.73,50.04,12.94,NA,NA,11.72,4.87,NA,NA
LC_4450,DryMoo21A,DryMooseheart,21,A,10,15,2067.97,251.43,5,5,6.5,5.5,9,9,226.89,50.03,7.11,NA,NA,12.74,2.55,NA,NA
LC_4451,DryMoo21A,DryMooseheart,21,A,15,20,2067.97,200.91,5,5,6.5,5,8,8,191.77,49.97,2.23,NA,NA,14.95,0.58,NA,NA
LC_4452,DryMoo21A,DryMooseheart,21,A,20,25,2067.97,265.41,5,5,6.5,6,8.5,8.5,255.66,49.98,1.87,NA,NA,16.89,0.64,NA,NA
LC_4453,DryMoo21A,DryMooseheart,21,A,25,30,2067.97,142.12,4.5,4,6,5.5,8.5,7,136.84,50.02,1.34,NA,NA,18.55,0.44,NA,NA
LC_4454,KilTalHol59C,KilolitnaTalHolanada,59,C,0,5,140.12,37.17,5,5,6.5,4,10,10,26.48,26.34,6.11,NA,NA,14.98,3.81,1.25,46.7
LC_4455,KilTalHol59C,KilolitnaTalHolanada,59,C,5,10,140.12,32.45,2,2,6,4.5,11,9,23.88,23.88,6.49,NA,NA,7.6,2.76,NA,NA
LC_4456,BitCosLil45A,BitzshitiniCosnaLittle,45,A,0,5,1784.87,55.31,5,5,5.5,5.5,10.5,11,40.8,40.8,6.04,NA,NA,8.78,1.87,NA,NA
LC_4457,BitCosLil45A,BitzshitiniCosnaLittle,45,A,5,10,1784.87,177.53,5,5,6,5,10,10,152.73,50.11,17.38,NA,NA,8.7,3.42,NA,NA
LC_4458,BitCosLil45A,BitzshitiniCosnaLittle,45,A,10,15,1784.87,298.48,5,5,6,6,10,10,276.3,50.03,3.64,NA,NA,10.14,1.05,NA,NA
LC_4459,BitCosLil45A,BitzshitiniCosnaLittle,45,A,15,20,1784.87,363.23,5,5,6,6.5,10,9.5,342.86,50.03,4.37,NA,NA,25.03,2.29,NA,NA
LC_4460,BitCosLil45A,BitzshitiniCosnaLittle,45,A,20,25,1784.87,99.54,2,2,5.5,5.5,8.5,8,94.88,49.96,1.02,NA,NA,33.58,0.57,NA,NA
LC_4461,KilTalHol56B,KilolitnaTalHolanada,56,B,0,5,1469.79,97.69,5,5,6.5,5,11,9.5,71.29,49.96,13.28,NA,NA,13.36,4.99,NA,NA
LC_4462,KilTalHol56B,KilolitnaTalHolanada,56,B,5,10,1469.79,359.39,5,5,7.5,5.5,10.5,10.5,231.68,50.04,7.84,81.94,70,20.39,4.27,NA,NA
LC_4463,KilTalHol56B,KilolitnaTalHolanada,56,B,10,15,1469.79,314.04,5,5,6,6,10,10,195.32,50.04,8.91,84.97,55,26.55,4.73,NA,NA
LC_4464,KilTalHol56B,KilolitnaTalHolanada,56,B,15,20,1469.79,92.15,2.5,2.5,5.5,5,9,7.5,56.55,50.04,2.79,27.05,30.6,32.22,1.64,NA,NA
LC_4465,Chit32A,Chitanana,32,A,0,5,987.06,66.37,5,5,6.5,5,9,8.5,55.7,50.02,9.32,NA,NA,7,2.33,0.95,46.99
LC_4466,Chit32A,Chitanana,32,A,5,10,987.06,98.9,5,5,8,6,9.5,9.5,85.47,50.05,7.48,NA,NA,5.77,1.64,0.7,44.91
LC_4467,Chit32A,Chitanana,32,A,10,15,987.06,130.6,5,5,7,6,10,10,113.94,49.97,7.28,NA,NA,5.51,2.58,0.63,45.37
LC_4468,Chit32A,Chitanana,32,A,15,20,987.06,125.02,5,5,7,6.5,10,10.5,107.73,49.94,6.23,NA,NA,5.49,1.87,0.73,45.23
LC_4469,Chit32A,Chitanana,32,A,20,25,987.06,116.74,5,5,6,5.5,10,10,106.48,49.99,4.66,NA,NA,4.97,1.06,0.95,44.49
LC_4470,Chit32A,Chitanana,32,A,25,30,987.06,44.08,2,2,6,5.5,8.5,8,40.16,40.16,1.42,NA,NA,4.49,0.22,1.17,43.7
LC_4471,DoBon9A,DouglasBonanza,9,A,0,5,156.74,79.5,5,4,5.5,6,11,11,28.57,28.57,31.16,NA,NA,7.71,9.29,1.75,44.94
LC_4472,SnoEag60C,SnohomishEagle,60,C,0,5,150.26,68.17,3.5,4,5,5.5,11,10.5,58.74,50.03,3.98,NA,NA,37.15,2.6,0.42,9.74
LC_4473,BitCosLil47B,BitzshitiniCosnaLittle,47,B,0,5,1182.12,50.98,5,5,5.5,5,10.5,10.5,36.51,34.83,6.72,NA,NA,15.27,2.89,1.37,48.9
LC_4474,BitCosLil47B,BitzshitiniCosnaLittle,47,B,5,10,1182.12,112.97,5,5,5.5,5,10,10.5,86.63,50.05,12.54,NA,NA,15.99,4.45,1.45,35.79
LC_4475,BitCosLil47B,BitzshitiniCosnaLittle,47,B,10,15,1182.12,239.36,5,5,5,5,10,9.5,213.32,50.02,13.06,NA,NA,21.51,4.83,0.8,17.48
LC_4476,BitCosLil47B,BitzshitiniCosnaLittle,47,B,15,20,1182.12,174.39,3,2.5,5,4.5,9,7.5,168.68,50.06,0.92,NA,NA,38.39,0.34,0.11,1.42
LC_4477,Isom70B,Isom,70,B,0,5,1358.6,134.1,5,5,6,5,11,11,51.41,50,73.12,NA,NA,17.42,15.55,1.44,47.45
LC_4478,Isom70B,Isom,70,B,5,10,1358.6,123.44,5,5,5.5,5,11,11,91.75,50.03,20.38,NA,NA,12.4,6.09,1.47,43.72
LC_4479,Isom70B,Isom,70,B,10,15,1358.6,247.62,5,5,5.5,5.5,10,10,239.29,50.04,2.99,NA,NA,18.54,1.15,0.87,16.8
LC_4480,Isom70B,Isom,70,B,15,20,1358.6,251.3,5,5,5,5,8.5,7,245.67,50,1.37,NA,NA,37.26,0.87,0.12,1.52
LC_4481,KilTal50A,KilolitnaTal,50,A,0,5,354.52,131.95,4,4.5,5.5,5,10.5,9,60,50.05,5.27,59.34,15,33.43,3.36,0.46,7.55
LC_4482,SnoEag62A,SnohomishEagle,62,A,0,5,319.44,109.26,5,5,5,4,12,12,103.21,50.5,1.15,NA,NA,26.54,0.66,1.15,24.12
LC_4483,SnoEag62A,SnohomishEagle,62,A,5,10,319.44,104.63,3,2.5,6,5,11,10.5,99.67,50.08,0.71,NA,NA,27.38,0.32,0.851663886,18.53
LC_4484,Doug16C,Douglas,16,C,0,5,2038.37,84.76,5,5,6.5,4.5,9,9,55.22,50.18,16.43,NA,NA,11.46,4.98,1,38.83
LC_4485,Doug16C,Douglas,16,C,5,10,2038.37,140.25,5,5,8.5,6.5,10,10,100.5,49.98,27.7,NA,NA,7.9,6.42,1.15,44.36
LC_4486,Doug16C,Douglas,16,C,15,20,2038.37,344.93,5,5,8.5,5.5,11,10.5,277.71,50.35,38.74,NA,NA,7.55,8.04,1.406017541,44.79
LC_4487,Doug16C,Douglas,16,C,20,25,2038.37,277.62,5,5,7.5,4.5,11,11,259.13,49.99,2.91,NA,NA,7.1,0.66,1.638980024,44.17
LC_4488,Doug16C,Douglas,16,C,25,30,2038.37,232.48,5,5,6,5,11.5,10,214.37,50.03,2.55,NA,NA,12.91,0.78,1.68,41.39
LC_4489,Isom71C,Isom,71,C,0,5,551.95,20.45,5,5,5,5,9,8.5,15.2,14.9,1.92,NA,NA,11.55,1.43,1.24,45.33
LC_4490,Isom71C,Isom,71,C,5,10,551.95,29.16,5,5,4.5,4,9,9,17.59,17.59,6.94,NA,NA,12.99,5.05,0.895639594,49.58
LC_4491,Isom71C,Isom,71,C,10,15,551.95,75.03,5,5,4.5,4.5,8,8,52.94,50.06,14.35,NA,NA,16.27,5.19,1.174402097,35.16
LC_4492,Isom71C,Isom,71,C,15,20,551.95,165.26,5,5,5.5,4.5,7.5,7.5,147.59,49.94,7.45,NA,NA,21.26,3.25,0.598826442,13.52
LC_4493,Isom71C,Isom,71,C,20,25,551.95,51.23,2.5,1.5,5,4.5,5.5,6.5,46.31,46.31,1.75,NA,NA,22.96,0.66,0.472510908,10.35
