sample_id,field_id,fire,site,plot,soil_depth_top_cm,soil_depth_bottom_cm,initial_mass_g,pre_homo_subsample_mass_g,cn_d1,cn_d2,cn_w1,cn_w2,cn_l1,cn_l2,homogenized_soil_mass_g,subsample_fine_wet_mass_g,coarse_wet_mass_g,rock_weight_g,rock_volume_ml,subsample_fine_dry_mass_g,coarse_dry_mass_g,N_weight_per,C_weight_per
LC_3020,LittleYunBear 664A,LittleYunBear,664,A,0,5,498.12,139.37,4.5,5,5.7,5.8,10.5,10.2,136.61,50.06,2.6,NA,NA,19.88,1.06,1.93,43.41
LC_3021,LittleYunBear 664A,LittleYunBear,664,A,5,10,498.12,91.18,3.3,2,5.5,5.5,11,11,88.75,51.18,3.63,NA,NA,20.24,1.93,1.53,38.36
LC_3022,BigTractor 101C,BigTractor,101,C,0,5,24.55,10.19,1.5,1.5,4,5,8,9,7.49,7.27,1.63,NA,NA,6.16,1.59,1.36,30.14
LC_3023,FrozenCalf 360B,FrozenCalf,360,B,0,5,74.15,33.04,3.3,2.8,5.5,6.2,10.5,11,24.86,24.86,3.07,3.31,1.5,18.96,2.44,1.15,26.44
LC_3024,FrozenCalf 268A,FrozenCalf,268,A,0,5,87.41,43.78,2.6,2.2,5,5,12.5,12.5,38.25,37.86,3.93,NA,NA,29.81,2.86,1.4,25.62
LC_3025,Tractor 1232A,Tractor,1232,A,0,5,120.98,52.19,5,4.3,4.5,3.6,12,11.5,40.84,40.84,8.86,NA,NA,24.03,4.47,1.99,39.76
LC_3026,FrozenCalf 360C,FrozenCalf,360,C,0,5,118.54,50.29,2.5,2.8,4,4,11.5,10,47.28,47.28,0.98,NA,NA,29.29,0.85,1.09,17.38
LC_3027,Tractor 4156C,Tractor,4156,C,0,5,97.05,46.47,3.5,4,5.5,5.5,11,10.5,40.45,40.45,4.53,NA,NA,33.56,3.93,1.18,25.93
LC_3028,FrozenBlackCalf 807B,FrozenBlackCalf,807,B,0,5,58.39,25.44,3,3,5,5.2,11,10.8,14.82,14.82,5.78,NA,NA,8.85,3.74,2.04,45.51
LC_3029,FrozenCalf 755A,FrozenCalf,755,A,0,5,119.7,55.99,3.1,2.7,4.9,5.6,12,12.3,43.23,42.88,10.56,NA,NA,15.58,4.51,2.2,45.1
LC_3030,LittleYunBear 1037C,LittleYunBear,1037,C,0,5,145.01,60.97,3.5,2,4.6,5.2,11,10.2,57.84,49.13,5.66,NA,NA,28.678,3.22,1.2,26.02
LC_3031,Tractor 1232B,Tractor,1232,B,0,5,83.87,29.01,3,3.3,6.1,5.8,11,13,20.66,20.66,6.51,NA,NA,14.26,4.65,1.57,44.49
LC_3032,FrozenFish 374B,FrozenFish,374,B,0,5,88.85,44.12,1.8,1.4,4.7,4.9,12.7,13.5,40.98,40.98,1.68,NA,NA,31.5,1.34,0.78,14.98
LC_3033,PreachPreacher 8675309B,PreachPreacher,8675309,B,0,5,220.81,101.23,2.8,3.7,4.7,4.8,12,12,93.64,50.04,5.72,NA,NA,28.66,2.81,0.95,17.14
LC_3034,Tractor 2132A,Tractor,2132,A,0,5,56.8,21.87,4.3,3.7,4.4,4.9,10.3,9.2,21.25,21.25,3.93,NA,NA,13.2,3.02,1.17,45.01
LC_3035,LittleYunBear 410A,LittleYunBear,410,A,0,5,97.52,45.72,3,2.1,5,4.5,11.6,11,32.19,32.19,12.12,NA,NA,16.88,6.01,1.74,24.77
LC_3036,Marr 2051A,Marr,2051,A,0,5,104.41,49.59,3.5,3.8,5.5,4.6,12.1,12.6,39.23,39.23,7.2,0.56,0.5,27.24,4.66,1.4,33
LC_3037,Marr 2051B,Marr,2051,B,0,5,74.38,27.39,2.1,2.3,4.3,4.5,12.5,11.8,21.47,21.47,2.57,0.85,0.9,18.15,2.6,1.34,22.43
LC_3038,FrozenBlackCalf 807C,FrozenBlackCalf,807,C,0,5,129.64,44.2,2.7,2.6,4.6,4.7,12,11.6,39.64,39.27,1.65,NA,NA,25.98,1.07,1.32,18.98
LC_3039,Marr 2759B,Marr,2957,B,0,5,41.04,17.71,3,1.9,4.5,3.6,9,10.3,14.52,14.52,0.64,1.96,1.2,13.2,0.79,1.39,35.28
LC_3040,MarrRock 552B,MarrRock,552,B,0,5,37.97,16.75,1.8,2.4,4.2,4.1,9.6,10,15.66,15.66,1.02,NA,NA,12.68,0.97,2.02,23.76
LC_3041,Marr 2051C,Marr,2051,C,0,5,58.66,26.15,1.7,1.9,4.5,4.1,13.8,12,24.2,24.2,0.92,1.22,0.8,21.82,0.91,1.59,28.09
LC_3042,PreachPreacher 46A,PreachPreacher,46,A,0,5,61.55,18.2,2.5,2.4,4,4.1,8.5,8,16.72,16.72,1.5,NA,NA,14.85,1.28,0.89,17.72
LC_3043,FrozenBlackCalf 1018A,FrozenBlackCalf,1018,A,0,5,148.69,66.12,3.6,4,3.3,4,11.5,12,52.57,50.27,12.47,NA,NA,26.29,6.37,2.11,28.36
LC_3044,Tractor 4156C,Tractor,4156,C,0,5,133.26,62.07,5.1,4.8,5.5,5.6,13,13,52.99,49.98,6.6,NA,NA,34.37,4.02,1.58,36.47
LC_3045,PreachPreacher 281B,PreachPreacher,281,B,0,5,86.02,42.12,1.6,1.9,6,5.8,11.1,11,38.41,38.41,2.99,NA,NA,24.62,1.74,0.84,20.9
LC_3046,Marr 910A,Marr,910,A,0,5,55.43,26.95,3.5,4.3,5.2,4.5,13.5,13.7,21.73,21.73,4.42,NA,NA,18.84,2.9,1.32,45.49
LC_3047,PreachPreacher 8675309C,PreachPreacher,8675309,C,0,5,122.35,56.43,2.4,2.2,4.4,4.3,9.8,10,52.54,49.98,1.43,NA,NA,28.61,1.12,0.88,14.81
LC_3048,FrozenFish 1879A,FrozenFish,1879,A,0,5,56.04,14.91,1.5,3.6,4.5,4.2,7,8,16.45,13.45,1.84,NA,NA,9.77,1.38,1.63,34.95
LC_3049,FrozenCalf 26C,FrozenCalf,26,C,0,5,59.49,29.21,1.8,1.8,5,5,11,11.2,27.25,27.25,1.38,NA,NA,17.59,0.64,1.61,29.18
LC_3050,Marr 2835B,Marr,2835,B,0,5,116.41,57.41,4,3.2,5.5,5.3,10.2,9.6,49.46,49.18,5.09,NA,NA,36.9,3.42,1.35,26.73
LC_3051,LittleYunBear 2101B,LittleYunBear,2101,B,0,5,361.89,180.4,5.5,4.3,5.2,5.4,11.4,11.2,167.71,50.2,7.1,NA,NA,23.46,3.37,1.18,27.86
LC_3052,PreachPreacher 483C,PreachPreacher,483,C,0,5,197.86,90.24,4.7,6.2,5.7,5.6,13,12.5,50.21,49.62,33.88,0.21,0.01,36.56,21.48,1.56,24.86
LC_3053,LittleYunBear 1037B,LittleYunBear,1037,B,0,5,121.26,56.38,1.5,1.5,5.65,4.9,11.4,10.9,55.72,49.99,1.72,NA,NA,25.86,1.04,1.26,28.36
LC_3054,FrozenBlackCalf 36B,FrozenBlackCalf,36,B,0,5,219.39,95.33,5.8,5.5,5.4,5.2,11,12,82.17,50.19,9.43,NA,NA,28.15,5.44,1.56,26.33
LC_3055,FrozenBlackCalf 188A,FrozenBlackCalf,188,A,0,5,105.85,48.19,2.3,1.5,5.7,5,11.5,11.2,39.61,39.61,4.4,3.15,1.5,24.66,2.9,1.24,22.97
LC_3056,Tractor 2759B,Tractor,2759,B,0,5,134.34,64.9,4,1.9,7,6.8,13,12.5,54.33,50.11,9.94,NA,NA,46.7,8.52,0.51,15.77
LC_3057,BearFish 6846B,BearFish,6846,B,0,5,70.06,27.75,2.7,2.9,4,4,10.3,10.8,22.33,22.33,3.84,NA,NA,8.31,1.67,1.73,37.86
LC_3058,Marr 2759A,Marr,2957,A,0,5,25.28,9.78,2.2,2,4,4.5,9.5,9,6.87,6.87,2.44,0.83,0.8,6.13,2.11,1.63,43.63
LC_3059,FrozenCalf 360A,FrozenCalf,360,A,0,5,71.43,32.08,2.5,3.4,5.5,5,10,10,22.31,22.31,8.4,NA,NA,10.95,4.31,1.84,41.71
LC_3060,FrozenFish 953B,FrozenFish,953,B,0,5,159.41,62.32,4,4.5,5.5,5.6,11,12,51.22,49.95,4.46,NA,NA,31.94,5.63,1.1,27.57
LC_3061,MarrRock 643A,MarrRock,643,A,0,5,139.42,68.19,3.2,4,4.2,4.2,13,13,51.33,50.07,14.88,NA,NA,34.76,9.77,1.27,23.77
LC_3062,FrozenBlackCalf 593B,FrozenBlackCalf,593,B,0,5,145.1,58.78,2.6,3,5.5,5.5,13.8,12.5,52.75,50.51,3.48,NA,NA,37.38,2.27,1.47,26.6
LC_3063,BigTractor 90B,BigTractor,90,B,0,5,199.26,93.3,2.5,2.3,6.5,5.4,14.5,3,82.72,49.98,6.6,NA,NA,36.92,3.85,0.54,10.86
LC_3064,FrozenBlackCalf 1018C,FrozenBlackCalf,1018,C,0,5,112.57,54.42,2.7,2.8,5,5.3,10.5,9.8,40.17,40.17,11.63,NA,NA,28.05,7.52,1.37,16.65
LC_3065,FrozenBlackCalf 593A,FrozenBlackCalf,593,A,0,5,129.32,60.51,2,1.6,4.9,4.9,11,11.6,53.45,50.61,5.15,NA,NA,34.46,3.32,0.75,10.69
LC_3066,MarrRock 1371A,MarrRock,1371,A,0,5,192.85,93.62,3.5,2,5,4.8,11.4,11.6,83.31,50.09,8.23,0.24,0.2,30.79,3.46,0.92,14.21
LC_3067,FrozenCalf 686B,FrozenCalf,686,B,0,5,137.3,59.07,2.2,2,4.7,4.8,11,10.8,54.97,50.17,2.42,0.14,0.4,28.56,1.36,1.27,21.34
LC_3068,LittleYunBear 510C,LittleYunBear,501,C,0,5,370.4,109.92,4.9,5.2,4.7,4.5,10.5,10.7,99.08,50.07,5.06,NA,NA,24.12,2.34,2,38.95
LC_3069,LittleYunBear 510C,LittleYunBear,501,C,5,10,370.4,62.58,2,1.9,4,3.8,9.9,9.7,59.37,50.1,0.95,NA,NA,26.75,0.61,0.89,15.74
LC_3070,FrozenCalf 755B,FrozenCalf,755,B,0,5,204.67,44.95,4.7,4.3,3.8,4,10.8,11.3,31.01,31.01,9.23,NA,NA,16.12,4.49,2.14,48.01
LC_3071,FrozenCalf 755B,FrozenCalf,755,B,5,10,204.67,39.65,3,2.6,4,3.8,9.5,10.5,36.5,36.5,2.72,NA,NA,17.5,1.41,1.42,28.8
LC_3072,MarrRock 781B,MarrRock,781,B,0,5,227.73,99.85,5,4.6,4.8,5,11.3,11,84.93,50.22,10.44,NA,NA,36.79,5.44,0.84,13.2
LC_3073,Marr 2823A,Marr,2823,A,0,5,76.96,32.75,4.1,3.4,5.6,5.5,12,10,28.27,28.27,3.73,NA,NA,22.14,2.53,1.31,43.7
LC_3074,MarrRock 552C,MarrRock,552,C,0,5,29.66,12.13,3.3,1.8,4.8,5,10.4,9.9,8.75,8.75,3.23,NA,NA,10.67,2.66,0.85,14.61
LC_3075,BearFish 6887C,BearFish,6887,C,0,5,111.72,44.19,3.8,2.5,4.5,4.5,11.1,10.3,38.02,37.76,3.37,NA,NA,24.49,1.79,0.89,16.3
LC_3076,Marr 2759C,Marr,2957,C,0,5,45.62,22.35,3.4,3.7,5.7,5.7,13,12.6,16.63,16.63,11.49,1.57,1,16.87,3.21,1.88,47.59
LC_3077,MarrRock 1371C,MarrRock,1371,C,0,5,110.91,52.15,3.7,1.7,6,6,12.5,12.5,42.19,42.19,8.02,NA,NA,35.02,4.98,1.49,22.05
LC_3078,Marr 910B,Marr,910,B,0,5,56.02,26.51,3,2.1,5,4.8,12.3,12.5,21.08,21.08,5.86,NA,NA,20.05,4.81,1.44,37.87
LC_3079,MarrRock 643C,MarrRock,643,C,0,5,196.57,83.34,3.1,2.3,5.1,5.4,9.5,10.9,71.37,49.94,5.24,1.26,0.5,29.88,2.79,1.1,16.09
LC_3080,PreachPreacher 8675309A,PreachPreacher,8675309,A,0,5,308.51,134.03,3.3,3.3,5.8,5.5,12,11.5,123.14,49.92,5.22,NA,NA,25.68,2.15,0.93,15.61
LC_3081,Marr 679A,Marr,679,A,0,5,217.7,89.1,4,3.7,5.7,6.1,12.4,12.8,70.22,50,6.53,6.18,2.5,35.15,4.73,1.33,26.97
LC_3082,BigTractor 101B,BigTractor,101,B,0,5,136.57,64.75,3,2.5,4.3,4.9,12.5,12.5,57.22,50.07,6.17,NA,NA,31.39,3.72,1.03,23.28
LC_3083,Marr 910C,Marr,910,C,0,5,76.57,34.44,5.2,4.7,5.8,5.5,13.5,13.5,27.17,27.17,6.84,NA,NA,27.06,6.07,1.42,47.9
LC_3084,FrozenBlackCalf 188C,FrozenBlackCalf,188,C,0,5,142.89,68.1,2,3.1,5,5,11,11.4,57.22,50.04,7.49,0.04,0.02,33.23,4.82,1.23,23.28
LC_3085,MarrRock 1371B,MarrRock,1371,B,0,5,468.08,27.9,4.5,5,4.5,5,13,12.5,18.49,18.49,7.21,NA,NA,15.71,6.35,1.68,46.63
LC_3086,MarrRock 1371B,MarrRock,1371,B,5,10,468.08,82.4,4.5,5,5.3,4.5,12.7,13.1,45.59,45.59,30.23,NA,NA,32.52,17.6,1.14,22.1
LC_3087,MarrRock 1371B,MarrRock,1371,B,10,15,468.08,54.49,2.5,1,4,4.3,13,13,45.9,45.9,4.73,NA,NA,30.1,2.79,0.95,16.45
LC_3088,MarrRock 781C,MarrRock,781,C,0,5,318.2,73.92,5,5.6,5.1,5.5,11.3,11.1,43.55,43.55,4.67,NA,NA,30.18,16.29,1.72,38.5
LC_3089,MarrRock 781C,MarrRock,781,C,5,10,318.2,80.91,3,2.1,4.8,5.2,12,12.3,73.74,50.14,4.27,NA,NA,33.78,2.64,0.75,12.72
LC_3090,FrozenBlackCalf 449C,FrozenBlackCalf,449,C,0,5,170.33,75.53,3.2,3.4,6,5.7,12.2,12.5,61.6,50.12,11.18,NA,NA,41.35,8.67,1.12,18.58
LC_3091,FrozenCalf 268B,FrozenCalf,268,B,0,5,158,78.71,2.7,1.7,4.6,5,12.5,12.3,72.26,50.55,2.08,1.34,1,36.84,1.48,0.54,11.08
LC_3092,FrozenCalf 686C,FrozenCalf,686,C,0,5,120.54,52.9,2.6,2.8,4.2,3.6,10,10,48.88,48.88,1.98,NA,NA,35.8,1.38,0.92,14.24
LC_3093,FrozenBlackCalf 593C,FrozenBlackCalf,593,C,0,5,149.86,59.76,4,2.8,5,5.2,12,13,39.98,39.98,17.61,NA,NA,18.54,9.13,2.2,45.62
LC_3094,FrozenCalf 26B,FrozenCalf,26,B,0,5,123.16,57.74,3,2.4,6.1,5.8,12.5,12.5,47.15,47.15,5.76,0.714,0.5,31.66,3.88,1.41,26.25
LC_3095,FrozenFish 953C,FrozenFish,953,C,0,5,62.72,29.14,3.1,1.7,5.6,4.6,11.2,10.9,22.04,22.04,4.15,NA,NA,11.92,2.16,1.75,46.4
LC_3096,LittleYunBear 510B,LittleYunBear,501,B,0,5,382.85,123.11,4.6,4.3,4.9,4.8,11.5,10.6,113.27,50,4.92,NA,NA,23.57,2.05,2.07,38.68
LC_3097,LittleYunBear 510B,LittleYunBear,501,B,5,10,382.85,39.78,1.8,1,4,4.6,11.3,11.3,36.52,36.29,1.74,NA,NA,17.97,0.74,0.8,18.37
LC_3098,Marr 2823B,Marr,2823,B,0,5,393.87,35.16,6,5,5.5,5.5,13,12.5,21.25,21.25,13.02,NA,NA,18.88,11.21,1.74,51.58
LC_3099,Marr 2823B,Marr,2823,B,5,10,393.87,37.3,5,5,5.7,5.9,13,13,20.31,20.31,11.27,0.29,0.5,16.79,9.2,1.73,48.36
LC_3100,Marr 2823B,Marr,2823,B,10,15,393.87,45.17,4.5,4.5,5.5,4.8,13.5,13,29.52,29.16,11.88,NA,NA,14.03,6.11,1.5,41.38
LC_3101,Marr 2823B,Marr,2823,B,15,20,393.87,67.58,5,3.5,4,4.5,11.5,11,60.98,50.14,3.72,NA,NA,21.17,1.84,1.64,37.61
LC_3102,FrozenFish 2616C,FrozenFish,2616,C,0,5,108.64,49.98,3,4,4.2,4.2,11,11.2,36.09,35.88,10.79,0.98,0.4,29.27,8.17,0.92,27.67
LC_3103,FrozenCalf 755C,FrozenCalf,755,C,0,5,136.75,63.71,4,2.5,5.2,5.8,10.5,11.2,48.31,48.13,11,NA,NA,18.27,4.76,1.9,43.24
LC_3104,LittleYunBear 664B,LittleYunBear,664,B,0,5,238.06,115.81,3.6,3.9,5,4.8,11.3,11.2,108.34,50.2,3.47,NA,NA,25.03,1.27,1.69,32.45
LC_3105,FrozenBlackCalf 188C,FrozenBlackCalf,188,C,0,5,142.91,67.76,2.8,3,4.8,5.1,11,11.4,60.4,50.08,4.96,NA,NA,30.14,3.33,1.48,24.16
LC_3106,FrozenFish 2616B,FrozenFish,2616,B,0,5,140.08,62,4,3.3,4.8,5,11.8,11.2,51.7,50.12,6.4,NA,NA,35.92,4.29,1.48,38.24
LC_3107,Marr 2835C,Marr,2835,C,0,5,48.8,21.38,3,2.4,5,4.8,10.8,11,17.14,17.14,3.04,NA,NA,18.46,2.76,1.53,38.39
LC_3108,FrozenBlackCalf 807A,FrozenBlackCalf,807,A,0,5,255.98,116.86,3.1,3.1,4.1,4.4,11.1,11.1,109.13,49.96,4.43,0.75,0.3,30.66,2.22,0.8,9.94
LC_3109,Tractor 2513B,Tractor,2513,B,0,5,119.05,58.7,2.5,3.1,6.1,6.2,12.3,12.7,49.84,49.77,7.81,NA,NA,44.48,6.6,0.85,22.27
LC_3110,LittleYunBear 2101A,LittleYunBear,2101,A,0,5,635.59,123.6,5.2,5,4.8,5.5,10,10,110.77,50.35,4.73,NA,NA,16.72,3.58,1.75,39.83
LC_3111,LittleYunBear 2101A,LittleYunBear,2101,A,5,10,635.59,135.47,5.3,5.2,4.3,5,9.5,9.3,124.94,50.87,2.33,NA,NA,19.35,1.21,1.77,40.19
LC_3112,LittleYunBear 1037A,LittleYunBear,1037,A,0,5,160.12,70.02,4,3,5.3,5.2,11.5,11.8,64.66,50.35,4.09,NA,NA,27.28,1.77,1.18,27.85
LC_3113,FrozenFish 1879B,FrozenFish,1879,B,0,5,65.59,31.35,2.4,2,4.4,4.2,8.8,9,28.64,28.64,2.24,NA,NA,21.51,1.43,1.23,22.23
LC_3114,PreachPreacher 281C,PreachPreacher,281,C,0,5,213.55,104.18,5.5,4.5,5.8,5.9,12,12.5,96.14,50.24,4.81,NA,NA,32.33,2.8,1.16,22.16
LC_3115,LittleYunBear 2101C,LittleYunBear,2101,C,0,5,238.08,129.86,4,4.1,5,4.8,10.4,10.2,98.04,50.19,4.03,NA,NA,28.79,2.16,0.98,21.37
LC_3116,FrozenFish 1879C,FrozenFish,1879,C,0,5,44.46,21.83,2.3,2.1,3.2,3.2,7.6,7.5,20.21,20.21,0.99,NA,NA,13.95,0.71,1.5,26.84
LC_3117,Aggie 109B,Aggie,109,B,0,5,626.9,99.5,4.1,4,5.3,5,12.3,12,43.81,50.41,6.23,NA,NA,27.76,3.68,1.28,33.32
LC_3118,Aggie 109B,Aggie,109,B,5,10,626.9,194.85,3.4,3.7,5.6,5.4,12.1,11.6,187.11,50.12,4.21,NA,NA,34.82,2.44,0.67,8.26
LC_3119,PreachPreacher 918B,PreachPreacher,918,B,0,5,323.47,63.09,4.8,5,6,5,12.5,12.5,51.71,50.56,9.71,NA,NA,20.47,2.7,1.83,38.37
LC_3120,PreachPreacher 918B,PreachPreacher,918,B,5,10,323.47,90.27,2.5,2.3,4.7,4.7,11.2,11.7,84.37,46.12,3,NA,NA,25.8,1.36,0.6,9.33
LC_3121,522A,NA,522,A,0,5,54.89,24.55,1.7,1.5,4,4.4,9.7,9.7,22.58,22.58,1.07,0.13,0.5,17.86,1.02,0.89,14.15
LC_3122,FrozenBlackCalf 36C,FrozenBlackCalf,36,C,0,5,220.73,101.61,4.8,4.7,6.1,6.1,14,14.2,74.51,49.78,19.73,NA,NA,31.15,12.35,1.28,22
LC_3123,BearFish 6887A,BearFish,6887,A,0,5,195.02,74.9,5.5,4.5,4.8,4.7,15.5,15,54.11,50.73,16.43,NA,NA,25.49,8.08,1.74,35.04
LC_3124,Marr 679B,Marr,679,B,0,5,58.62,26.29,2.3,2.1,5,6.2,11.5,11.2,21.65,21.42,2.47,NA,NA,17.9,2.41,1.91,42.95
LC_3125,Tractor 1232C,Tractor,1232,C,0,5,180.66,49.5,4.5,4,5.5,5.5,12.8,12.5,31.53,31.53,12.74,NA,NA,18.11,7.41,1.67,45.8
LC_3126,Tractor 1232C,Tractor,1232,C,5,10,180.66,35.05,2.5,2,4.2,4.2,10.9,11,24.3,23.46,5.1,NA,NA,14.87,3.3,1.04,24.76
LC_3127,MarrRock 781A,MarrRock,781,A,0,5,357.19,128.67,5.5,5,5,5.6,13,13.5,95.81,50.57,26.1,NA,NA,34.88,15.95,1.25,19.71
LC_3128,Marr 2823C,Marr,2823,C,0,5,286.95,65.36,5,5.5,6,5.5,11.3,12,53.2,50.54,6.17,NA,NA,21.51,3.05,1.75,47.67
LC_3129,Marr 2823C,Marr,2823,C,5,10,286.95,62.72,3.3,3.6,5.7,5,10.5,11,52.24,50.59,4.69,NA,NA,12.16,1.61,1.67,42.51
LC_3130,Marr 679C,Marr,679,C,0,5,250.83,38.92,4.5,4,5,6,12,12,29.73,29.73,6.7,NA,NA,19.89,4.41,1.94,44.23
LC_3131,Marr 679C,Marr,679,C,5,10,250.83,80.16,3.5,3,4,5.3,12.5,12,68.52,50.19,3.76,3.5,1.5,32.27,2.13,1.03,15.13
LC_3132,FrozenBlackCalf 1018B,FrozenBlackCalf,1018,B,0,5,308.53,141.79,4.3,4,5.9,5.8,11.5,11,128.95,50.55,8.33,NA,NA,27.47,3.7,1.29,14.19
LC_3133,PreachPreacher 483A,PreachPreacher,483,A,0,5,316.61,130.42,3,2.8,4.5,4.9,12.5,12.8,123.4,50.42,5.59,NA,NA,41.15,2.79,0.49,3.68
LC_3134,FrozenFish 11C,FrozenCalf,11,C,0,5,132.67,21.64,4.7,5,2.2,2.6,10.5,10.5,18.11,18.11,1.43,NA,NA,10.83,0.97,1.98,44.09
LC_3135,FrozenFish 11C,FrozenCalf,11,C,5,10,132.67,20.3,2,2.2,2.1,2.7,8.6,9.5,18.64,18.64,0.96,NA,NA,8.48,0.39,1.62,29.98
LC_3136,FrozenCalf 268C,FrozenCalf,268,C,0,5,63.66,28.58,2.7,2.9,4.5,4.5,11,10,24.34,24.34,2.9,NA,NA,17.91,2,1.39,34.41
LC_3137,LittleYunBear 342C,LittleYunBear,342,C,0,5,184.59,28.19,4.5,4.5,4.8,4.5,10.3,9.7,18.83,18.83,6.68,NA,NA,11.68,4.08,1.62,43.94
LC_3138,LittleYunBear 342C,LittleYunBear,342,C,5,10,184.59,42.83,2.8,2,5,3.5,9,9,39.63,39.63,2.25,NA,NA,26.52,1.21,0.63,14.03
LC_3139,FrozenCalf 268A,FrozenCalf,268,A,0,5,36.73,17.15,3.2,4.5,4.6,4.3,10.3,10.5,9.3,9,5.7,NA,NA,7.43,4.58,1.59,45.69
LC_3140,PreachPreacher 918C,PreachPreacher,918,C,0,5,654.41,50.32,5,4,6.2,5.8,13.2,13.5,18,18,25.81,NA,NA,11.49,15.04,1.89,47.54
LC_3141,PreachPreacher 918C,PreachPreacher,918,C,5,10,654.41,126.99,5,5,5.6,6.3,14.5,14.5,102.83,50.28,15.53,NA,NA,16.29,6.58,2.01,45.03
LC_3142,PreachPreacher 918C,PreachPreacher,918,C,10,15,654.41,135.12,4,4.3,5.7,5,13.7,13.7,44.93,49.93,17.91,NA,NA,21.94,6.15,1.13,21.08
LC_3143,Shovel 41B,Shovel,41,B,0,5,163.19,44.31,5,5,5.7,6.2,14.5,15,31.47,31.47,5.8,NA,NA,21.93,4.59,1.48,45.79
LC_3144,Shovel 41B,Shovel,41,B,5,10,163.19,29.63,2,3.5,5.2,6,13,12.7,22.52,22.52,3.94,NA,NA,9.91,2.17,1.53,45.87
LC_3145,Livengood 176C,Livengood,176,C,0,5,599.35,166.95,4.8,5,5.5,6,11.5,11.8,152.8,50.06,7.35,NA,NA,17.99,2.86,1.44,33.75
LC_3146,Livengood 176C,Livengood,176,C,5,10,599.35,116.66,2.5,2.5,6,6,11,11,100.92,49.92,5.2,4.66,2,23.99,2,1.01,24.42
LC_3147,Aggie 111A,Aggie,111,A,0,5,318.45,91.37,5,4.8,4.9,5.2,10.2,10.7,80.72,50.17,5.09,NA,NA,26.83,2.99,1.32,32.13
LC_3148,Aggie 111A,Aggie,111,A,5,10,318.45,60.21,1.8,1.8,4.2,5,9.5,9.7,58.18,49.89,0.74,NA,NA,27.94,0.54,0.67,13.21
LC_3149,Shovel 21C,Shovel,21,C,0,5,164.65,38.71,5,4,5.7,5.5,11.5,11.5,17.97,17.97,14.63,NA,NA,13.76,10.75,1.46,48.16
LC_3150,Shovel 21C,Shovel,21,C,5,10,164.65,39.93,2,2,6,6,14,9,24.71,24.71,11.5,NA,NA,10.45,5.08,1.72,44.31
LC_3151,Livengood 170C,Livengood,170,C,0,5,106.48,49.8,3.5,3,6.4,6.5,13.2,11.5,40.56,40.56,8,NA,NA,33.78,5.88,0.77,19.84
LC_3152,MarrRock 643B,MarrRock,643,B,0,5,165.95,82.03,3,2.5,5.9,5.7,11.2,11,71.45,50.31,3.82,NA,NA,33.59,2.37,1.17,20.23
LC_3153,Tractor 2513C,Tractor,2513,C,0,5,71.33,32.49,2.4,1.8,5,5.5,10.7,10.2,28.13,28.13,3.14,NA,NA,22.46,2.32,0.99,19.66
LC_3154,PreachPreacher 46C,PreachPreacher,46,C,0,5,229.67,114.94,3,2.8,4.5,4.5,10.6,11.1,110.99,49.85,2.7,NA,NA,38.9,1.37,0.47,6.16
LC_3155,Livengood 148C,Livengood,148,C,0,5,279.73,133.47,3.5,2.6,5,5.5,12.5,12.5,115.87,50.04,3.05,8.44,5,37.44,1.69,0.6,7.78
LC_3156,Shovel 31A,Shovel,31,A,0,5,228.99,109.44,3.5,3.7,6.1,5.8,13.7,13,95.14,50.02,11.64,NA,NA,25.51,5.78,1.05,22.35
LC_3157,FrozenFish 374C,FrozenFish,374,C,0,5,65.97,23.33,3,2.4,3.3,3.5,11.6,11.6,21,21,0.94,NA,NA,17.01,0.69,0.94,18.52
LC_3158,FrozenBlackCalf 36A,FrozenBlackCalf,36,A,0,5,33.74,15.25,2,1.5,4.1,3.5,11.5,11.3,14.25,14.25,0.99,NA,NA,8.42,0.31,1.87,33.52
LC_3159,FrozenFish 1820C,FrozenFish,1820,C,0,5,96.65,38.97,2,2,4.1,4,11,11,36.57,36.57,0.65,NA,NA,27.33,0.47,0.91,17.13
LC_3160,FrozenFish 1202C,FrozenFish,1202,C,0,5,165.8,69.01,3.3,3.2,5.8,5.5,11.3,11.5,60.59,50.04,5.75,0.04,1,35.75,3.51,1.29,25.5
LC_3161,Tractor 2132C,Tractor,2132,C,0,5,136.52,36.89,4.5,5,4.8,5.2,13.5,13.8,32.28,32.28,3.25,NA,NA,17.71,1.83,1.25,49.68
LC_3162,Tractor 2132C,Tractor,2132,C,5,10,136.52,28.5,2.3,2.5,5.6,5.3,10,13,23.34,23.34,4.49,NA,NA,11.56,2.31,1.23,44.87
LC_3163,Tractor 2513A,Tractor,2513,A,0,5,65.1,28.39,2.3,2.2,5.3,5.1,9.4,11.6,24.2,24.2,3.28,NA,NA,19.03,2.06,1.29,27.12
LC_3164,FrozenFish 374A,FrozenFish,374,A,0,5,48.6,20.24,1.8,1.7,4.1,4.3,10.5,10.8,17.17,17.17,2.11,NA,NA,11.9,1.43,1.6,29.48
LC_3165,Livengood 179B,Livengood,179,B,0,5,253.02,92.74,5,5,5.2,5.7,12.1,11,70.37,50.32,17.32,NA,NA,18.8,6.86,2.46,44.65
LC_3166,BearFish 6846C,BearFish,6846,C,0,5,241.75,95.59,4.2,5.5,4.5,4.3,12.4,12.1,81.81,50.18,11.85,NA,NA,26.78,5.74,1.3,26.45
