fire,site,plot,date,location,org_depth,org_hit,ar_sol_depth,ar_sol_hit,ar_height,thaw_d,thaw_hit
MmBonanza,6,B,6/24/2023,7.5 m,26,Mineral,7,Mineral,5.9,30,Frozen Ground
MmBonanza,6,B,6/24/2023,2.5 m,21,Mineral,29.5,Mineral,7.4,29.5,Frozen Ground
MmBonanza,6,C,6/24/2023,7.5 m,23,Mineral,12.5,Mineral,9,28,Frozen Ground
MmBonanza,6,C,6/24/2023,2.5 m,21,Frozen Ground,10.5,Mineral,6.8,24,Frozen Ground
MmBonanza,7,A,6/24/2023,2.5 m,22,Mineral,20,Mineral,6,30,Frozen Ground
MmBonanza,7,A,6/24/2023,7.5 m,27,Mineral,20,Mineral,7.5,44,Frozen Ground
MmBonanza,7,B,6/24/2023,7.5 m,30,Mineral,24,Mineral,5.25,35,Frozen Ground
MmBonanza,7,B,6/24/2023,2.5 m,26,Mineral,24,Mineral,4,30,Frozen Ground
MmBonanza,7,C,6/24/2023,2.5 m,32,Mineral,31,Mineral,3.75,22,Frozen Ground
MmBonanza,7,C,6/24/2023,7.5 m,28,Mineral,31,Mineral,2.7,31,Frozen Ground
MmBonanza,8,A,6/24/2023,7.5 m,20,Mineral,17,"Mineral,Water",3.75,26,Frozen Ground
MmBonanza,8,A,6/24/2023,2.5 m,18,Mineral,15,Mineral,2.75,27,Frozen Ground
MmBonanza,8,B,6/24/2023,2.5 m,16,Mineral,24,Mineral,3.5,30.5,Frozen Ground
MmBonanza,8,B,6/24/2023,7.5 m,15,Mineral,28,Mineral,5.75,46,Frozen Ground
MmBonanza,8,C,6/24/2023,2.5 m,26,Mineral,21,Mineral,5.95,26,Frozen Ground
MmBonanza,8,C,6/24/2023,7.5 m,28,Frozen Ground,23,Frozen Ground,9.1,28,Frozen Ground
MtPrindle1,536,A,7/9/2021,3 m,2.5,Mineral,NA,,NA,25,Rock
MtPrindle1,536,A,7/9/2021,6 m,6,Mineral,NA,,NA,18,Rock
MtPrindle1,536,A,7/9/2021,9 m,12,Mineral,NA,,NA,35,Mineral
MtPrindle1,536,B,7/9/2021,9 m,0,Mineral,NA,,NA,55,Rock
MtPrindle1,536,B,7/9/2021,6 m,4.5,Mineral,NA,,NA,37,Rock
MtPrindle1,536,B,7/9/2021,3 m,1,Mineral,NA,,NA,29,Rock
MtPrindle1,536,C,7/9/2021,3 m,3.25,"Rock,Mineral",NA,,NA,55,Rock
MtPrindle1,536,C,7/9/2021,9 m,3.5,Mineral,NA,,NA,28,Rock
MtPrindle1,536,C,7/9/2021,6 m,2,Mineral,NA,,NA,24,Rock
MtPrindle1,542,A,7/9/2021,9 m,2.75,Mineral,NA,,NA,28,Rock
MtPrindle1,542,A,7/9/2021,6 m,3.5,"Mineral,Rock",NA,,NA,14,Rock
MtPrindle1,542,A,7/9/2021,3 m,0,Mineral,NA,,NA,6,Rock
MtPrindle1,542,B,7/9/2021,6 m,1,Mineral,NA,,NA,9,Rock
MtPrindle1,542,B,7/9/2021,3 m,4,Mineral,NA,,NA,14,Rock
MtPrindle1,542,B,7/9/2021,9 m,0,"Mineral,Rock",NA,,NA,35,Rock
MtPrindle1,542,C,7/9/2021,3 m,0.5,Mineral,NA,,NA,23,Rock
MtPrindle1,542,C,7/9/2021,9 m,0,Mineral,NA,,NA,24,Rock
MtPrindle1,542,C,7/9/2021,6 m,2.75,Mineral,NA,,NA,24,Rock
MtPrindle1,552,A,7/9/2021,6 m,1.25,Mineral,NA,,NA,7,Rock
MtPrindle1,552,A,7/9/2021,3 m,2.25,Mineral,NA,,NA,25,Rock
MtPrindle1,552,A,7/9/2021,9 m,0.5,Mineral,NA,,NA,36,Rock
MtPrindle1,552,B,7/9/2021,6 m,1.75,"Mineral,Rock",NA,,NA,31,Rock
MtPrindle1,552,B,7/9/2021,3 m,1.5,"Mineral,Rock",NA,,NA,50,Rock
MtPrindle1,552,B,7/9/2021,9 m,1.75,"Mineral,Rock",NA,,NA,22,Rock
MtPrindle1,552,C,7/9/2021,9 m,1.5,Mineral,NA,,NA,19,Rock
MtPrindle1,552,C,7/9/2021,3 m,1,Mineral,NA,,NA,33,Rock
MtPrindle1,552,C,7/9/2021,6 m,2,"Rock,Mineral",NA,,NA,30,Rock
MtPrindle1,554,A,7/9/2021,3 m,1,"Rock,Mineral",NA,,NA,13,Rock
MtPrindle1,554,A,7/9/2021,9 m,0.5,Mineral,NA,,NA,12,Rock
MtPrindle1,554,A,7/9/2021,6 m,1.75,Mineral,NA,,NA,9,Rock
MtPrindle1,554,B,7/9/2021,9 m,3.25,Mineral,NA,,NA,15,Rock
MtPrindle1,554,B,7/9/2021,6 m,2,Mineral,NA,,NA,NA,
MtPrindle1,554,B,7/9/2021,3 m,2.5,Mineral,NA,,NA,28,Rock
MtPrindle1,554,C,7/9/2021,6 m,2.5,Mineral,NA,,NA,40,Rock
MtPrindle1,554,C,7/9/2021,3 m,1.75,Mineral,NA,,NA,15,Rock
MtPrindle1,554,C,7/9/2021,9 m,2.25,Mineral,NA,,NA,23,Rock
MtPrindle1,570,A,7/9/2021,6 m,2.5,Mineral,NA,,NA,23,Rock
MtPrindle1,570,A,7/9/2021,3 m,1.5,Mineral,NA,,NA,25,Mineral
MtPrindle1,570,A,7/9/2021,9 m,2,Mineral,NA,,NA,22,Rock
MtPrindle1,570,B,7/9/2021,9 m,19.25,Mineral,NA,,NA,30,Rock
MtPrindle1,570,B,7/9/2021,3 m,2.25,Mineral,NA,,NA,32,Rock
MtPrindle1,570,B,7/9/2021,6 m,1,Mineral,NA,,NA,20,Rock
MtPrindle1,570,C,7/9/2021,3 m,3.25,Mineral,NA,,NA,46,Rock
MtPrindle1,570,C,7/9/2021,6 m,2.25,Mineral,NA,,NA,40,Rock
MtPrindle1,570,C,7/9/2021,9 m,2.75,Mineral,NA,,NA,23,Rock
MtPrindle1,576,A,7/9/2021,6 m,1,Mineral,NA,,NA,25,Rock
MtPrindle1,576,A,7/9/2021,3 m,0.75,Mineral,NA,,NA,36,Rock
MtPrindle1,576,A,7/9/2021,9 m,1,Mineral,NA,,NA,35,Rock
MtPrindle1,576,B,7/9/2021,9 m,0.75,Mineral,NA,,NA,12,Rock
MtPrindle1,576,B,7/9/2021,6 m,1.75,Mineral,NA,,NA,21,Rock
MtPrindle1,576,B,7/9/2021,3 m,0,Mineral,NA,,NA,65,Rock
MtPrindle1,576,C,7/9/2021,6 m,0.5,Mineral,NA,,NA,15,Rock
MtPrindle1,576,C,7/9/2021,9 m,2.75,Mineral,NA,,NA,19,Rock
MtPrindle1,576,C,7/9/2021,3 m,1,Mineral,NA,,NA,34,Rock
MtPrindle2,587,A,7/8/2021,6 m,19.5,Mineral,NA,,NA,80,Frozen Ground
MtPrindle2,587,A,7/8/2021,3 m,21.5,Mineral,NA,,NA,45,Frozen Ground
MtPrindle2,587,A,7/8/2021,9 m,14.5,Mineral,NA,,NA,69,Frozen Ground
MtPrindle2,587,B,7/8/2021,9 m,24,Mineral,NA,,NA,55,Frozen Ground
MtPrindle2,587,B,7/8/2021,6 m,9.5,Mineral,NA,,NA,NA,
MtPrindle2,587,B,7/8/2021,3 m,26.5,Mineral,NA,,NA,75,Frozen Ground
MtPrindle2,587,C,7/8/2021,6 m,21,Mineral,NA,,NA,74,Frozen Ground
MtPrindle2,587,C,7/8/2021,3 m,53,Mineral,NA,,NA,70,Frozen Ground
MtPrindle2,587,C,7/8/2021,9 m,21.5,Mineral,NA,,NA,NA,
MtPrindle2,607,A,7/8/2021,3 m,5.5,Mineral,NA,,NA,24,Rock
MtPrindle2,607,A,7/8/2021,6 m,6,Mineral,NA,,NA,20,Rock
MtPrindle2,607,A,7/8/2021,9 m,9.75,Mineral,NA,,NA,35,Rock
MtPrindle2,607,B,7/8/2021,3 m,7,Mineral,NA,,NA,43,Rock
MtPrindle2,607,B,7/8/2021,9 m,9,Mineral,NA,,NA,25,Rock
MtPrindle2,607,B,7/8/2021,6 m,1,Mineral,NA,,NA,30,Rock
MtPrindle2,607,C,7/8/2021,3 m,9.5,Mineral,NA,,NA,55,Rock
MtPrindle2,607,C,7/8/2021,9 m,4,"Mineral,Rock",NA,,NA,46,Rock
MtPrindle2,607,C,7/8/2021,6 m,5,"Mineral,Rock",NA,,NA,55,Rock
MtPrindle2,609,A,7/8/2021,6 m,3.5,Mineral,NA,,NA,37,Rock
MtPrindle2,609,A,7/8/2021,9 m,1,"Mineral,Rock",NA,,NA,29,Rock
MtPrindle2,609,A,7/8/2021,3 m,1.25,,NA,,NA,50,Rock
MtPrindle2,609,B,7/8/2021,6 m,1.75,Mineral,NA,,2,35,Rock
MtPrindle2,609,B,7/8/2021,3 m,8,Mineral,NA,,NA,50,Rock
MtPrindle2,609,B,7/8/2021,9 m,1.25,Mineral,NA,,NA,50,Rock
MtPrindle2,609,C,7/8/2021,9 m,3,Mineral,NA,,NA,48,Rock
MtPrindle2,609,C,7/8/2021,6 m,7.5,Mineral,NA,,NA,35,Rock
MtPrindle2,609,C,7/8/2021,3 m,3.75,Mineral,NA,,NA,10,Rock
MtPrindle2,617,A,7/8/2021,3 m,3,"Mineral,Rock",NA,,NA,40,Rock
MtPrindle2,617,A,7/8/2021,9 m,1.5,Rock,NA,,NA,20,Rock
MtPrindle2,617,A,7/8/2021,6 m,1.5,"Mineral,Rock",NA,,NA,42,Rock
MtPrindle2,617,B,7/8/2021,6 m,5.5,Mineral,NA,,NA,35,Rock
MtPrindle2,617,B,7/8/2021,3 m,0.5,"Mineral,Rock",NA,,NA,37,Rock
MtPrindle2,617,B,7/8/2021,9 m,0.5,Mineral,NA,,NA,25,Rock
MtPrindle2,617,C,7/8/2021,6 m,4,Mineral,NA,,NA,50,Rock
MtPrindle2,617,C,7/8/2021,3 m,5,Mineral,NA,,NA,45,Rock
MtPrindle2,617,C,7/8/2021,9 m,5,Mineral,NA,,NA,55,Rock
MtPrindle2,624,A,7/8/2021,9 m,1.75,Mineral,NA,,NA,29,Rock
MtPrindle2,624,A,7/8/2021,6 m,4,"Mineral,Rock",NA,,NA,44,Rock
MtPrindle2,624,A,7/8/2021,3 m,1.25,Rock,NA,,NA,37,Rock
MtPrindle2,624,B,7/8/2021,6 m,5.25,"Mineral,Rock",NA,,NA,35,Rock
MtPrindle2,624,B,7/8/2021,3 m,4,Mineral,NA,,NA,30,Rock
MtPrindle2,624,B,7/8/2021,9 m,5.5,Mineral,NA,,NA,55,Rock
MtPrindle2,624,C,7/8/2021,3 m,0.5,"Mineral,Rock",NA,,NA,48,Rock
MtPrindle2,624,C,7/8/2021,6 m,3,"Mineral,Rock",NA,,NA,22,Rock
MtPrindle2,624,C,7/8/2021,9 m,1,"Mineral,Rock",NA,,NA,20,Rock
MtPrindle2,627,A,7/8/2021,6 m,3.5,"Mineral,Rock",NA,,NA,50,Rock
MtPrindle2,627,A,7/8/2021,3 m,6.5,Mineral,NA,,NA,40,Rock
MtPrindle2,627,A,7/8/2021,9 m,13.25,Mineral,NA,,NA,45,Rock
MtPrindle2,627,B,7/8/2021,6 m,13,Mineral,NA,,NA,65,Rock
MtPrindle2,627,B,7/8/2021,3 m,15,Mineral,NA,,NA,50,Rock
MtPrindle2,627,B,7/8/2021,9 m,18,Mineral,NA,,NA,78,Rock
MtPrindle2,627,C,7/8/2021,3 m,11.5,Mineral,NA,,NA,45,Rock
MtPrindle2,627,C,7/8/2021,9 m,8.5,Mineral,NA,,NA,85,Rock
MtPrindle2,627,C,7/8/2021,6 m,9.5,Mineral,NA,,NA,75,Rock
MudNowitnaDirt,65,A,7/22/2023,2.5 m,0,Mineral,1,,3.5,NA,
MudNowitnaDirt,65,A,7/22/2023,7.5 m,9,Mineral,0,,2,NA,
MudNowitnaDirt,65,B,7/22/2023,2.5 m,0,Mineral,0,,4,NA,
MudNowitnaDirt,65,B,7/22/2023,7.5 m,0,Mineral,0,,4.5,NA,
MudNowitnaDirt,65,C,7/22/2023,2.5 m,0,Mineral,0,,3.5,NA,
MudNowitnaDirt,65,C,7/22/2023,7.5 m,8,Mineral,0,,4.5,NA,
MudNowitnaDirt,66,A,7/22/2023,7.5 m,3,Mineral,0,,2.5,NA,
MudNowitnaDirt,66,A,7/22/2023,2.5 m,0,Mineral,1,,7,NA,
MudNowitnaDirt,66,B,7/22/2023,7.5 m,0,Mineral,1,,3.5,NA,
MudNowitnaDirt,66,B,7/22/2023,2.5 m,0,Mineral,0.5,,3,NA,
MudNowitnaDirt,66,C,7/22/2023,2.5 m,0,Mineral,3,,4.5,NA,
MudNowitnaDirt,66,C,7/22/2023,7.5 m,0,Mineral,1.5,,3,NA,
MudNowitnaDirt,67,A,7/22/2023,7.5 m,14,Mineral,5,,7,NA,
MudNowitnaDirt,67,A,7/22/2023,2.5 m,13,Mineral,2,,7.5,NA,
MudNowitnaDirt,67,B,7/22/2023,7.5 m,2,Mineral,0,,5,NA,
MudNowitnaDirt,67,B,7/22/2023,2.5 m,9,Mineral,5,,5,NA,
MudNowitnaDirt,67,C,7/22/2023,7.5 m,5,Mineral,5,,1.5,NA,
MudNowitnaDirt,67,C,7/22/2023,2.5 m,12,Mineral,4,,4.5,NA,
MudNowitnaDirt,68,A,7/23/2023,2.5 m,0,Mineral,4,Mineral,5.5,NA,
MudNowitnaDirt,68,A,7/23/2023,7.5 m,10,Mineral,2,Mineral,2.5,87,Frozen Ground
MudNowitnaDirt,68,B,7/23/2023,7.5 m,1,Mineral,2,Mineral,2,NA,
MudNowitnaDirt,68,B,7/23/2023,2.5 m,0,Mineral,4,Mineral,3.5,NA,
MudNowitnaDirt,68,C,7/23/2023,2.5 m,10,Mineral,2,Mineral,3.5,NA,
MudNowitnaDirt,68,C,7/23/2023,7.5 m,7,Mineral,5,Mineral,2.5,NA,
MudNowitnaDirt,69,A,7/23/2023,2.5 m,0.5,Mineral,1,Mineral,3,NA,
MudNowitnaDirt,69,A,7/23/2023,7.5 m,0.5,Mineral,2,Mineral,1.5,NA,
MudNowitnaDirt,69,B,7/23/2023,2.5 m,2.5,Mineral,1,Mineral,3.5,NA,
MudNowitnaDirt,69,B,7/23/2023,7.5 m,0.5,Mineral,1,Mineral,2.5,NA,
MudNowitnaDirt,69,C,7/23/2023,7.5 m,2.5,Mineral,2,Mineral,9,NA,
MudNowitnaDirt,69,C,7/23/2023,2.5 m,0,Mineral,1,Mineral,2,NA,
PreachPreacher,281,A,7/26/2022,2.5 m,0.5,Mineral,NA,,NA,NA,
PreachPreacher,281,A,7/26/2022,7.5 m,0,Mineral,NA,,NA,NA,
PreachPreacher,281,B,7/26/2022,2.5 m,1,Mineral,NA,,NA,NA,
PreachPreacher,281,B,7/26/2022,7.5 m,0.25,Mineral,NA,,NA,NA,
PreachPreacher,281,C,7/26/2022,2.5 m,4.5,Mineral,NA,,NA,NA,
PreachPreacher,281,C,7/26/2022,7.5 m,8,Mineral,NA,,NA,NA,
PreachPreacher,46,A,7/26/2022,7.5 m,0,Mineral,NA,,NA,NA,
PreachPreacher,46,A,7/26/2022,2.5 m,1,Mineral,NA,,NA,NA,
PreachPreacher,46,B,7/26/2022,2.5 m,0,Mineral,NA,,NA,NA,
PreachPreacher,46,B,7/26/2022,7.5 m,0,Mineral,NA,,NA,NA,
PreachPreacher,46,C,7/26/2022,7.5 m,1.5,Mineral,NA,,NA,NA,
PreachPreacher,46,C,7/26/2022,2.5 m,0,Mineral,NA,,NA,NA,
PreachPreacher,483,A,7/26/2022,7.5 m,2.5,Mineral,NA,,NA,NA,
PreachPreacher,483,A,7/26/2022,2.5 m,0,Mineral,NA,,NA,NA,
PreachPreacher,483,B,7/26/2022,7.5 m,0.25,Mineral,NA,,NA,NA,
PreachPreacher,483,B,7/26/2022,2.5 m,0,Mineral,NA,,NA,NA,
PreachPreacher,483,C,7/26/2022,7.5 m,7,Mineral,NA,,NA,NA,
PreachPreacher,483,C,7/26/2022,2.5 m,0.5,Mineral,NA,,NA,NA,
PreachPreacher,579,A,7/26/2022,7.5 m,0,Mineral,NA,,NA,NA,
PreachPreacher,579,A,7/26/2022,2.5 m,0,Mineral,NA,,NA,NA,
PreachPreacher,579,B,7/26/2022,7.5 m,0,Mineral,NA,,NA,NA,
PreachPreacher,579,B,7/26/2022,2.5 m,0,Mineral,NA,,NA,NA,
PreachPreacher,579,C,7/26/2022,2.5 m,0,Mineral,NA,,NA,NA,
PreachPreacher,579,C,7/26/2022,7.5 m,0,Mineral,NA,,NA,NA,
PreachPreacher,8675309,A,7/26/2022,2.5 m,4,Mineral,NA,,NA,NA,
PreachPreacher,8675309,A,7/26/2022,7.5 m,12,Mineral,NA,,NA,NA,
PreachPreacher,8675309,B,7/26/2022,2.5 m,3.5,Mineral,NA,,NA,NA,
PreachPreacher,8675309,B,7/26/2022,7.5 m,1.5,Mineral,NA,,NA,NA,
PreachPreacher,8675309,C,7/26/2022,2.5 m,1,Mineral,NA,,NA,NA,
PreachPreacher,8675309,C,7/26/2022,7.5 m,1,Mineral,NA,,NA,NA,
PreachPreacher,918,A,7/26/2022,2.5 m,13.5,Mineral,NA,,NA,68,Ice
PreachPreacher,918,A,7/26/2022,7.5 m,9.5,Mineral,NA,,NA,75,Ice
PreachPreacher,918,B,7/26/2022,7.5 m,17,Mineral,NA,,NA,75,Ice
PreachPreacher,918,B,7/26/2022,2.5 m,7.5,Mineral,NA,,NA,75,Ice
PreachPreacher,918,C,7/26/2022,2.5 m,13,Mineral,NA,,NA,90,Ice
PreachPreacher,918,C,7/26/2022,7.5 m,13,Mineral,NA,,NA,80,Mineral
Shovel,18,A,7/5/2021,9 m,23.5,Mineral,33,Mineral,14.33333333,NA,Rock
Shovel,18,A,7/5/2021,6 m,20.75,"Mineral,Rock",11.25,,2.833333333,NA,Rock
Shovel,18,A,7/5/2021,3 m,1,Mineral,0,Mineral,11.66666667,NA,Rock
Shovel,18,B,7/5/2021,3 m,34.5,Rock,45.5,Rock,4.333333333,NA,Rock
Shovel,18,B,7/5/2021,6 m,17.5,Mineral,25.5,Mineral,7.5,NA,Rock
Shovel,18,B,7/5/2021,9 m,24,Mineral,33.5,Mineral,4.5,NA,Rock
Shovel,18,C,7/5/2021,6 m,20.5,Mineral,26,Mineral,4.833333333,NA,Rock
Shovel,18,C,7/5/2021,3 m,16.5,Mineral,17,Mineral,11,NA,Rock
Shovel,18,C,7/5/2021,9 m,24,Mineral,30.5,Mineral,11,NA,Rock
Shovel,21,A,7/4/2021,3 m,9.25,"Rock,Mineral",2,Rock,15,NA,
Shovel,21,A,7/4/2021,6 m,10.5,"Rock,Mineral",1.75,Mineral,9.666666667,NA,
Shovel,21,A,7/4/2021,9 m,22.5,"Mineral,Rock",17.5,Mineral,8.333333333,NA,
Shovel,21,B,7/4/2021,6 m,10.5,Mineral,10.5,Mineral,12.5,NA,
Shovel,21,B,7/4/2021,9 m,15,Mineral,10,"Mineral,Rock",11.66666667,NA,
Shovel,21,B,7/4/2021,3 m,0.5,Mineral,8,Mineral,10.33333333,NA,
Shovel,21,C,7/4/2021,6 m,7,Rock,11.5,Mineral,11,NA,
Shovel,21,C,7/4/2021,3 m,13.25,Mineral,9.5,Mineral,6.666666667,NA,
Shovel,21,C,7/4/2021,9 m,23,Mineral,13.5,,5,NA,
Shovel,26,A,7/5/2021,6 m,19,Mineral,0,Mineral,5,NA,Rock
Shovel,26,A,7/5/2021,9 m,0,Mineral,0,Mineral,24,NA,Rock
Shovel,26,A,7/5/2021,3 m,0.25,Mineral,0,Mineral,22,NA,Rock
Shovel,26,B,7/5/2021,3 m,1.75,Mineral,3.5,Mineral,30.66666667,NA,Rock
Shovel,26,B,7/5/2021,9 m,2.25,Mineral,0,Mineral,28.66666667,NA,
Shovel,26,B,7/5/2021,6 m,2.75,Mineral,2.25,Mineral,21,NA,Rock
Shovel,26,C,7/5/2021,6 m,5,Mineral,2.25,Mineral,34.33333333,NA,Mineral
Shovel,26,C,7/5/2021,3 m,11.5,Mineral,3.25,Mineral,21.66666667,NA,Rock
Shovel,26,C,7/5/2021,9 m,2,Mineral,0,Mineral,33.33333333,NA,Rock
Shovel,31,A,7/4/2021,3 m,8,Mineral,7.5,Mineral,32,NA,Rock
Shovel,31,A,7/4/2021,6 m,4.5,Mineral,12,Mineral,8.333333333,NA,Rock
Shovel,31,A,7/4/2021,9 m,21,Mineral,11.5,Mineral,8,NA,Rock
Shovel,31,B,7/4/2021,9 m,26.5,Rock,16,Rock,4.333333333,NA,Rock
Shovel,31,B,7/4/2021,6 m,20.5,Rock,16,Rock,4,NA,Rock
Shovel,31,B,7/4/2021,3 m,12,Rock,14,Rock,11,NA,Rock
Shovel,31,C,7/4/2021,6 m,19.5,Rock,NA,,NA,NA,Rock
Shovel,31,C,7/4/2021,3 m,17.25,Rock,NA,,NA,NA,Rock
Shovel,31,C,7/4/2021,9 m,62.25,Rock,10,Rock,7.166666667,NA,Rock
Shovel,41,A,7/3/2021,6 m,7.25,Mineral,0,Mineral,16.66666667,NA,
Shovel,41,A,7/3/2021,3 m,NA,,NA,,NA,NA,
Shovel,41,A,7/3/2021,9 m,NA,,NA,,NA,NA,
Shovel,41,B,7/3/2021,3 m,NA,,NA,,NA,NA,
Shovel,41,B,7/3/2021,6 m,10,"Mineral, Rock",0,Mineral,11,NA,
Shovel,41,B,7/3/2021,9 m,NA,,NA,,NA,NA,
Shovel,41,C,7/3/2021,6 m,3.75,"Mineral, Rock",3.5,Mineral,13,NA,
Shovel,41,C,7/3/2021,9 m,NA,,NA,,NA,NA,
Shovel,41,C,7/3/2021,3 m,NA,,NA,,NA,NA,
Shovel,47,A,7/20/2021,3 m,1.75,"Rock,Mineral",4.25,Mineral,25,NA,
Shovel,47,A,7/20/2021,9 m,15,Rock,4,Mineral,12,15,Rock
Shovel,47,A,7/20/2021,6 m,16.5,Rock,2,,18.33333333,25,Rock
Shovel,47,B,7/20/2021,3 m,14.75,Mineral,17,Mineral,8,NA,
Shovel,47,B,7/20/2021,6 m,12.25,Rock,6.5,Mineral,13.66666667,NA,
Shovel,47,B,7/20/2021,9 m,1,Mineral,2,Mineral,15.33333333,NA,
Shovel,47,C,7/20/2021,3 m,12.5,Rock,2,Mineral,15.66666667,NA,
Shovel,47,C,7/20/2021,6 m,7.5,Mineral,12.5,Rock,11.16666667,NA,
Shovel,47,C,7/20/2021,9 m,1,Mineral,0,"Mineral,Rock",21,NA,
Shovel,60,A,7/5/2021,3 m,0,Mineral,0,Mineral,23,NA,
Shovel,60,A,7/5/2021,9 m,20.5,Mineral,0,Mineral,30.66666667,NA,Rock
Shovel,60,A,7/5/2021,6 m,13.5,Mineral,5.5,Mineral,27.66666667,NA,Rock
Shovel,60,B,7/5/2021,6 m,4,Rock,27,Rock,12.33333333,NA,Rock
Shovel,60,B,7/5/2021,9 m,0,Mineral,0,Mineral,21,NA,
Shovel,60,B,7/5/2021,3 m,0,Mineral,0,Mineral,31.33333333,NA,Rock
Shovel,60,C,7/5/2021,9 m,0,Mineral,0,Mineral,16.66666667,NA,Rock
Shovel,60,C,7/5/2021,3 m,23,Mineral,17.5,Mineral,10.33333333,NA,Rock
Shovel,60,C,7/5/2021,6 m,4.75,Mineral,24.5,Mineral,17,NA,
Shovel,8,A,7/5/2021,9 m,19.5,Mineral,25,Rock,8,NA,Rock
Shovel,8,A,7/5/2021,3 m,43.5,Frozen Ground,44,,0,45,Frozen Ground
Shovel,8,A,7/5/2021,6 m,38.5,Mineral,0,Mineral,13,NA,Rock
Shovel,8,B,7/5/2021,3 m,2.25,Rock,0,Rock,16.66666667,NA,Rock
Shovel,8,B,7/5/2021,6 m,21,Mineral,0,Rock,12.66666667,NA,Rock
Shovel,8,B,7/5/2021,9 m,7.5,Mineral,12,Mineral,12.66666667,NA,Rock
Shovel,8,C,7/5/2021,3 m,0,Rock,8.25,Rock,26,NA,Rock
Shovel,8,C,7/5/2021,6 m,20.5,Rock,16,Rock,28,NA,Rock
Shovel,8,C,7/5/2021,9 m,29.5,Rock,NA,,0,NA,Rock
SnohomishEagle,60,A,7/20/2023,2.5 m,0,Mineral,0,Mineral,6.25,NA,
SnohomishEagle,60,A,7/20/2023,7.5 m,11,Mineral,9.5,Mineral,4.75,NA,
SnohomishEagle,60,B,7/20/2023,7.5 m,6,Mineral,6,Mineral,3.5,NA,
SnohomishEagle,60,B,7/20/2023,2.5 m,0,Mineral,0,Mineral,5.25,NA,
SnohomishEagle,60,C,7/20/2023,7.5 m,5,Mineral,3,Mineral,4.5,NA,
SnohomishEagle,60,C,7/20/2023,2.5 m,3,Mineral,5,Mineral,4.5,NA,
SnohomishEagle,61,A,7/20/2023,2.5 m,0,Mineral,0,,14.5,NA,
SnohomishEagle,61,A,7/20/2023,7.5 m,11,Mineral,16,Mineral,9.75,NA,
SnohomishEagle,61,B,7/20/2023,2.5 m,13,Mineral,11,Mineral,10,NA,
SnohomishEagle,61,B,7/20/2023,7.5 m,35,Mineral,28,Mineral,8,NA,
SnohomishEagle,61,C,7/20/2023,7.5 m,23,Mineral,30,Mineral,7.5,NA,
SnohomishEagle,61,C,7/20/2023,2.5 m,18,Mineral,22,Mineral,10.5,NA,
SnohomishEagle,62,A,7/21/2023,7.5 m,15,Mineral,11,Mineral,8,NA,
SnohomishEagle,62,A,7/21/2023,2.5 m,8,Mineral,11,Mineral,7.5,NA,
SnohomishEagle,62,B,7/21/2023,7.5 m,27,Mineral,13,Mineral,10.5,NA,
SnohomishEagle,62,B,7/21/2023,2.5 m,9,Mineral,13,Mineral,10.5,NA,
SnohomishEagle,62,C,7/21/2023,7.5 m,15,Mineral,20,Mineral,4.5,NA,
SnohomishEagle,62,C,7/21/2023,2.5 m,20.5,Mineral,18,Mineral,8,NA,
SnohomishEagle,63,A,7/21/2023,2.5 m,0.5,Mineral,NA,,NA,NA,
SnohomishEagle,63,A,7/21/2023,7.5 m,2.5,Mineral,NA,,NA,NA,
SnohomishEagle,63,B,7/21/2023,7.5 m,0,Mineral,NA,,NA,NA,
SnohomishEagle,63,B,7/21/2023,2.5 m,0,Mineral,NA,,NA,NA,
SnohomishEagle,63,C,7/21/2023,2.5 m,0,Mineral,NA,,NA,NA,
SnohomishEagle,63,C,7/21/2023,7.5 m,0,Mineral,NA,,NA,NA,
SnohomishEagle,64,A,7/21/2023,2.5 m,0,Mineral,2,Mineral,6.5,NA,
SnohomishEagle,64,A,7/21/2023,7.5 m,0,Mineral,1,Mineral,5,NA,
SnohomishEagle,64,B,7/21/2023,2.5 m,0,"Mineral,Rock",0,Mineral,6,NA,
SnohomishEagle,64,B,7/21/2023,7.5 m,0,"Mineral,Rock",4,Mineral,7,NA,
SnohomishEagle,64,C,7/21/2023,7.5 m,6,Mineral,5,"Mineral,Rock",5,NA,
SnohomishEagle,64,C,7/21/2023,2.5 m,0,Mineral,3,Mineral,8.5,NA,
TananaRoad,735,A,7/24/2021,9 m,8,Mineral,8,Mineral,8.666666667,55,Rock
TananaRoad,735,A,7/24/2021,3 m,0.5,Mineral,2.5,Mineral,12.66666667,57,Rock
TananaRoad,735,A,7/24/2021,6 m,2,Mineral,1,Mineral,13.66666667,9,Rock
TananaRoad,735,B,7/24/2021,6 m,0,Rock,3,Mineral,2.166666667,19,Rock
TananaRoad,735,B,7/24/2021,3 m,12.5,Mineral,0,Mineral,7,68,Rock
TananaRoad,735,B,7/24/2021,9 m,8.75,Mineral,6,Mineral,11.33333333,18,Rock
TananaRoad,735,C,7/24/2021,6 m,3.25,Rock,7.25,Rock,7.666666667,42,Rock
TananaRoad,735,C,7/24/2021,3 m,4.5,"Rock,Mineral",4.5,Rock,6.333333333,19,Rock
TananaRoad,735,C,7/24/2021,9 m,9.25,Mineral,13,Mineral,0.75,56,Rock
TananaRoad,740,A,7/25/2021,3 m,3.25,Mineral,0.5,Mineral,16.66666667,46,Rock
